Ver1.3	215895120	StartFile	1/15/2021	11:28:47 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\011521\SoundData.txt	215895120
216228687	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	216228687
216228888	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	216228888
216287350	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216287350
216292944	Triggered	4,42,43,44,45,46,	 NoSound	40	2	216292944
216293146	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	216293146
216302752	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216302752
216306542	Triggered	4,42,43,44,45,46,	 NoSound	40	2	216306542
216306743	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	216306743
216331029	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216331030
216334218	Triggered	4,42,43,44,45,46,	 NoSound	40	2	216334218
216334419	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	216334419
216343070	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216343070
216343274	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	216343274
216346733	Triggered	6,47,48,49,50,51,	 NoSound	40	2	216346733
216346935	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	216346935
216357382	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216357382
216357586	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	216357586
216359910	Triggered	6,47,48,49,50,51,	 NoSound	40	2	216359910
216360111	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	216360111
216369898	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216369898
216370100	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	216370100
216372844	Triggered	6,47,48,49,50,51,	 NoSound	40	2	216372844
216373046	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	216373046
216381028	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216381028
216381232	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	216381232
216383854	Triggered	6,47,48,49,50,51,	 NoSound	40	2	216383854
216384056	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	216384056
216395527	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216395527
216395730	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	216395730
216397944	Triggered	6,47,48,49,50,51,	 NoSound	40	2	216397944
216398146	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	216398146
216408767	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216408767
216408968	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	216408968
216411412	Triggered	6,47,48,49,50,51,	 NoSound	40	2	216411412
216411614	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	216411614
216432829	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	216432829
216433030	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	216433030
216443008	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	216443008
216447208	Triggered	8,52,53,54,55,56,	 NoSound	40	2	216447208
216447410	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	216447410
216456536	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	216456536
216459302	Triggered	8,52,53,54,55,56,	 NoSound	40	2	216459302
216459505	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	216459505
216467966	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	216467966
216471095	Triggered	8,52,53,54,55,56,	 NoSound	40	2	216471095
216471298	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	216471298
