Ver1.3	61210521	StartFile	12/10/2020	11:24:49 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\121020\SoundData.txt	61210521
61510085	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61510085
61510286	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	61510286
61529602	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	61529602
61541033	Triggered	6,47,48,49,50,51,	 NoSound	40	2	61541033
61541236	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	61541236
61553198	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	61553198
61556673	Triggered	6,47,48,49,50,51,	 NoSound	40	2	61556673
61556874	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	61556874
61567969	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	61567969
61571646	Triggered	6,47,48,49,50,51,	 NoSound	40	2	61571646
61571847	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	61571847
61586082	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	61586082
61586284	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	61586284
61590895	Triggered	6,47,48,49,50,51,	 NoSound	40	2	61590895
61591107	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	61591107
61601858	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	61601858
61602059	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	61602059
61629731	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61629731
61692560	Triggered	2,37,38,39,40,41,	 NoSound	40	2	61692560
61692762	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	61692762
61697774	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61697774
61705260	Triggered	2,37,38,39,40,41,	 NoSound	40	2	61705260
61705462	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	61705462
61712547	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61712547
61715620	Triggered	2,37,38,39,40,41,	 NoSound	40	2	61715620
61715831	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	61715831
61721637	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61721637
61721839	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	61721839
61727802	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61727802
61728004	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61728004
61741088	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61741088
61741291	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	61741291
61744762	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61744762
61744964	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61744964
61753319	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61753319
61753523	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	61753523
61756727	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61756727
61756929	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61756929
61767566	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61767566
61767769	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	61767769
61771165	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61771165
61771367	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61771367
61780993	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61780993
61781195	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	61781195
61784132	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61784132
61784333	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61784333
61792224	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61792224
61792426	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	61792426
61795635	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61795635
61795837	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61795837
61804519	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61804519
61804720	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	61804720
61818288	Triggered	6,47,48,49,50,51,	 NoSound	40	2	61818288
61818502	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	61818502
61829583	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	61829583
61831856	Triggered	6,47,48,49,50,51,	 NoSound	40	2	61831856
61832059	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	61832059
61843553	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	61843553
61846149	Triggered	6,47,48,49,50,51,	 NoSound	40	2	61846149
61846352	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	61846352
61857657	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	61857657
61857858	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	61857858
61862337	Triggered	4,42,43,44,45,46,	 NoSound	40	2	61862337
61862538	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	61862538
61872372	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	61872372
61872574	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	61872574
61891077	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61891077
61894086	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61894086
61894288	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61894288
61909726	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61909726
61915207	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61915207
61915408	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61915408
61923707	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61923707
61926904	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61926904
61927107	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61927107
61936396	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61936396
61936600	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	61936600
61939470	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61939470
61939671	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61939671
61948093	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61948093
61948297	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	61948297
61951843	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61951843
61952045	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61952045
61960192	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61960192
61960396	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	61960396
61963267	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61963267
61963468	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	61963468
61971220	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	61971220
61971423	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	61971423
61974094	Triggered	8,52,53,54,55,56,	 NoSound	40	2	61974094
