Ver1.3	1184373392	StartFile	10/12/2020	12:10:34 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\101220\SoundData.txt	1184373392
1184416419	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1184416419
1184416620	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1184416620
1184449810	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184449810
1184461060	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1184461060
1184461261	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1184461261
1184471651	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184471651
1184478749	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1184478749
1184478950	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1184478950
1184489521	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184489521
1184493973	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1184493973
1184494174	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1184494174
1184518820	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184518820
1184519024	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1184519024
1184524535	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1184524535
1184524738	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1184524738
1184538314	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184538314
1184538520	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1184538520
1184543728	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1184543728
1184543928	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1184543928
1184551370	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184551370
1184551574	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1184551574
1184555762	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1184555762
1184555962	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1184555962
1184565155	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184565155
1184565359	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1184565359
1184569239	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1184569239
1184569441	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1184569441
1184581332	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184581332
1184581534	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1184581534
1184585062	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1184585062
1184585263	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1184585263
1184593244	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184593244
1184593449	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1184593449
1184598599	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1184598599
1184598801	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1184598801
1184606121	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184606121
1184606326	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1184606326
1184610512	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1184610512
1184610713	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1184610713
1184618334	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1184618334
1184618550	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1184618550
