Ver1.3	341099863	StartFile	7/29/2020	10:49:18 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\072920A\SoundData.txt	341099863
341641841	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	341641841
341642043	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	341642043
341644610	Triggered	4,42,43,44,45,46,	 NoSound	40	2	341644610
341644810	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	341644810
341651708	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	341651708
341651910	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	341651910
341670240	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341670240
341673128	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341673128
341673329	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341673329
341683964	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341683964
341684167	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341684167
341687327	Triggered	2,37,38,39,40,41,	 NoSound	40	2	341687327
341687528	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	341687528
341697615	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341697615
341697817	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341697817
341700383	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341700383
341700585	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341700585
341711518	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341711518
341711721	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341711721
341714099	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341714099
341714301	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341714301
341725351	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341725351
341725555	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341725555
341727759	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341727759
341727960	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341727960
341738527	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341738527
341738730	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341738730
341741116	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341741116
341741330	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341741330
341751885	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341751885
341752087	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341752087
341754352	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341754352
341754554	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341754554
341765603	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341765603
341765806	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341765806
341768189	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341768189
341768391	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341768391
341779080	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341779080
341779284	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341779284
341781915	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341781915
341782117	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341782117
341795987	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341795987
341796190	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341796190
341798453	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341798453
341798655	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341798655
341809283	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341809283
341809487	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341809487
341811870	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341811870
341812071	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341812071
341821867	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341821867
341822077	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341822077
341824565	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341824565
341824767	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341824767
341835695	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341835695
341835897	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341835897
341838463	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341838463
341838665	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341838665
341848872	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341848872
341849087	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341849087
341851520	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341851520
341851721	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341851721
341862229	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341862229
341862432	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	341862432
341864893	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341864893
341865095	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341865095
341875893	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341875893
341876096	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	341876096
341878533	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341878533
341878735	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341878735
341888280	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341888280
341888482	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	341888482
341891169	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341891169
341891370	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341891370
341903743	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341903743
341903946	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	341903946
341906992	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341906992
341907194	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341907194
341917160	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341917160
341917361	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	341917361
341920048	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341920048
341920250	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341920250
341930516	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341930516
341930718	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	341930718
341933165	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341933165
341933379	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341933379
341943875	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341943875
341944077	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	341944077
341946701	Triggered	8,52,53,54,55,56,	 NoSound	40	2	341946701
341946903	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	341946903
341956809	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	341956809
341957010	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	341957010
341971190	Triggered	4,42,43,44,45,46,	 NoSound	40	2	341971190
341971394	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	341971394
341982380	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	341982380
341982582	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	341982582
341985930	Triggered	4,42,43,44,45,46,	 NoSound	40	2	341985930
341986132	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	341986132
341996517	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	341996517
341996720	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	341996720
342000549	Triggered	6,47,48,49,50,51,	 NoSound	40	2	342000549
342000750	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	342000750
342012281	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342012281
342012485	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342012485
342015289	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342015289
342015491	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342015491
342025578	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342025578
342025780	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342025780
342029249	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342029249
342029466	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342029466
342038395	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342038395
342038600	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342038600
342041642	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342041642
342041843	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342041843
342052653	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342052653
342052856	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342052856
342056864	Triggered	6,47,48,49,50,51,	 NoSound	40	2	342056864
342057080	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	342057080
342068054	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342068054
342068257	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342068257
342071184	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342071184
342071385	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342071385
342082376	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342082376
342082580	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342082580
342085744	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342085744
342085946	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342085946
342097236	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342097236
342097439	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342097439
342100303	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342100303
342100504	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342100504
342110591	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342110591
342110796	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342110796
342113962	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342113962
342114165	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342114165
342123950	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342123950
342124154	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342124154
342127332	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342127332
342127533	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342127533
342137847	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342137847
342138052	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342138052
342141156	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342141156
342141357	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342141357
342152287	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342152287
342152505	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342152505
342159156	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342159156
342159358	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342159358
342171239	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342171239
342171444	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	342171444
342175151	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342175151
342175354	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342175354
342186039	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342186039
342186243	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	342186243
342189771	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342189771
342189985	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342189985
342201564	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342201564
342201765	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	342201765
342205113	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342205113
342205316	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342205316
342215462	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342215462
342215663	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	342215663
342218950	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342218950
342219152	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342219152
342229058	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342229058
342229262	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	342229262
342232729	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342232729
342232930	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342232930
342242776	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342242777
342242979	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	342242979
342246687	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342246687
342246890	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342246890
342258123	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342258123
342258326	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	342258326
342262089	Triggered	4,42,43,44,45,46,	 NoSound	40	2	342262089
342262303	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	342262303
342274002	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	342274002
342274203	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	342274203
342290848	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342290848
342294519	Triggered	2,37,38,39,40,41,	 NoSound	40	2	342294519
342309681	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342309681
342309887	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342309887
342313232	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342313232
342313433	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342313433
342340727	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342340727
342340931	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342340931
342343614	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342343614
342343816	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342343816
342354746	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342354746
342354963	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342354963
342358054	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342358054
342358256	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342358256
342367682	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342367682
342367884	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342367884
342371292	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342371292
342371493	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342371493
342381046	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342381046
342381249	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342381249
342384768	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342384768
342384970	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342384970
342396802	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342396802
342397004	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342397004
342400893	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342400893
342401095	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342401095
342411182	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342411182
342411386	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342411386
342415092	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342415092
342415294	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342415294
342428389	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342428389
342428592	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342428592
342432118	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342432118
342432320	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342432320
342441926	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342441926
342442128	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342442128
342445897	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342445897
342446099	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342446099
342455524	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342455524
342455727	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342455727
342459374	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342459374
342459576	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342459576
342470325	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342470325
342470529	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342470529
342474115	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342474115
342474317	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342474317
342485080	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342485080
342485283	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342485283
342488975	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342488975
342489191	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342489191
342499445	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342499445
342499647	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342499647
342503296	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342503296
342503497	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342503497
342515809	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342515809
342516012	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	342516012
342520323	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342520323
342520524	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342520524
342530129	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342530129
342530333	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	342530333
342533927	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342533927
342534129	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342534129
342543244	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342543244
342543448	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	342543448
342547216	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342547216
342547418	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342547418
342557926	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342557926
342558127	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	342558127
342561965	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342561965
342562166	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342562166
342573630	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342573630
342573832	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	342573832
342577660	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342577660
342577875	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	342577875
342588910	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	342588910
342589112	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	342589112
342592882	Triggered	8,52,53,54,55,56,	 NoSound	40	2	342592882
