Thursday, January 14, 2021	10:30:16 AM	Game1.txt	125983804
Cued	Now	125995724
9	BlinkStart	125995741
9	BlinkEnd	126317474
23,5	BlinkStart	126317569
23,5	BlinkEnd	126356063
5	0DropFeed	126356143
23	NoFeedAbort	126356223
1	BlinkStart	126366240
1	BlinkEnd	126366503
1	NoFeedLowProb	126366583
4	BlinkStart	126366592
4	BlinkEnd	126370301
4	0DropFeed	126370381
1	BlinkStart	126370481
1	BlinkEnd	126379392
1	NoFeedLowProb	126379472
4	BlinkStart	126379502
4	BlinkEnd	126395099
4	0DropFeed	126395179
1	BlinkStart	126395279
1	BlinkEnd	126401983
1	NoFeedLowProb	126402063
4	BlinkStart	126402091
4	BlinkEnd	126419830
4	0DropFeed	126419910
21,1	BlinkStart	126420017
21,1	BlinkEnd	126432800
1	0DropFeed	126432881
21	Feed	126432961
6,51,4	BlinkStart	126433048
6,51,4	BlinkEnd	126436741
6	Feed	126436821
51	Feed	126436902
20,1	BlinkStart	126436992
20,1	BlinkEnd	126451111
1	0DropFeed	126451191
20	Feed	126451271
6,51,4	BlinkStart	126451373
6,51,4	BlinkEnd	126454253
6	Feed	126454333
51	Feed	126454413
19,1	BlinkStart	126454506
19,1	BlinkEnd	126466217
1	0DropFeed	126466297
19	Feed	126466377
6,51,4	BlinkStart	126466472
6,51,4	BlinkEnd	126469097
6	Feed	126469177
51	Feed	126469257
18,1	BlinkStart	126469350
18,1	BlinkEnd	126482661
1	0DropFeed	126482741
18	Feed	126482822
6,51,4	BlinkStart	126482909
6,51,4	BlinkEnd	126485736
6	Feed	126485816
51	Feed	126485897
17,1	BlinkStart	126485991
17,1	BlinkEnd	126498167
1	0DropFeed	126498248
17	Feed	126498328
6,51,4	BlinkStart	126498425
6,51,4	BlinkEnd	126500908
6	Feed	126500988
51	Feed	126501069
16,1	BlinkStart	126501158
16,1	BlinkEnd	126526507
1	0DropFeed	126526587
16	Feed	126526668
6,51,4	BlinkStart	126526763
6,51,4	BlinkEnd	126529784
6	Feed	126529864
