Ver1.2	294756177	StartFile	5/16/2020	11:37:31 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\051620\SoundData.txt	294756177
295098471	Triggered	1	 Modulated Tone	25	2	295098471
295103383	Triggered	4	 NoSound	25	2	295103383
295115718	Triggered	2	 NoSound	25	2	295115718
295124621	Triggered	1	 Modulated Tone	25	2	295124621
295129254	Triggered	4	 NoSound	25	2	295129254
295139723	Triggered	1	 Modulated Tone	25	2	295139723
295145679	Triggered	4	 NoSound	25	2	295145679
295162466	Triggered	5	 PureTone-5kHz	25	2	295162466
295179915	Triggered	1	 Modulated Tone	25	2	295179915
295183884	Triggered	6	 NoSound	25	2	295183884
295197121	Triggered	1	 Modulated Tone	25	2	295197121
295200792	Triggered	6	 NoSound	25	2	295200792
295212583	Triggered	1	 Modulated Tone	25	2	295212583
295215593	Triggered	6	 NoSound	25	2	295215593
295230996	Triggered	1	 Modulated Tone	25	2	295230996
295234123	Triggered	6	 NoSound	25	2	295234123
295244953	Triggered	1	 Modulated Tone	25	2	295244953
295248022	Triggered	6	 NoSound	25	2	295248022
295256385	Triggered	1	 Modulated Tone	25	2	295256385
295259694	Triggered	6	 NoSound	25	2	295259694
295268116	Triggered	1	 Modulated Tone	25	2	295268116
295271667	Triggered	5	 PureTone-5kHz	25	2	295271667
295274976	Triggered	8	 NoSound	25	2	295274976
295286047	Triggered	5	 PureTone-5kHz	25	2	295286047
295289175	Triggered	8	 NoSound	25	2	295289175
295300967	Triggered	5	 PureTone-5kHz	25	2	295300967
295304036	Triggered	8	 NoSound	25	2	295304036
295314806	Triggered	5	 PureTone-5kHz	25	2	295314806
295317753	Triggered	8	 NoSound	25	2	295317753
295327982	Triggered	5	 PureTone-5kHz	25	2	295327982
295331651	Triggered	1	 Modulated Tone	25	2	295331651
295334479	Triggered	6	 NoSound	25	2	295334479
295339899	Triggered	1	 Modulated Tone	25	2	295339899
295348138	Triggered	5	 PureTone-5kHz	25	2	295348138
295354335	Triggered	6	 NoSound	25	2	295354335
295357282	Triggered	7	 Noisy Tone	25	2	295357282
295360351	Triggered	8	 NoSound	25	2	295360351
295366548	Triggered	1	 Modulated Tone	25	2	295366548
295369857	Triggered	6	 NoSound	25	2	295369857
295375693	Triggered	1	 Modulated Tone	25	2	295375693
295378882	Triggered	4	 NoSound	25	2	295378882
295387606	Triggered	1	 Modulated Tone	25	2	295387606
295391035	Triggered	4	 NoSound	25	2	295391035
295398195	Triggered	1	 Modulated Tone	25	2	295398195
295401927	Triggered	4	 NoSound	25	2	295401927
295409206	Triggered	1	 Modulated Tone	25	2	295409206
295412936	Triggered	6	 NoSound	25	2	295412936
295418892	Triggered	1	 Modulated Tone	25	2	295418892
295422381	Triggered	4	 NoSound	25	2	295422381
295431947	Triggered	1	 Modulated Tone	25	2	295431947
295434776	Triggered	4	 NoSound	25	2	295434776
295442176	Triggered	1	 Modulated Tone	25	2	295442176
295445124	Triggered	5	 PureTone-5kHz	25	2	295445124
295448313	Triggered	2	 NoSound	25	2	295448313
295456741	Triggered	5	 PureTone-5kHz	25	2	295456741
295459684	Triggered	2	 NoSound	25	2	295459684
295466123	Triggered	5	 PureTone-5kHz	25	2	295466123
295470153	Triggered	2	 NoSound	25	2	295470153
295477015	Triggered	5	 PureTone-5kHz	25	2	295477015
295480020	Triggered	8	 NoSound	25	2	295480020
295485918	Triggered	5	 PureTone-5kHz	25	2	295485918
295490489	Triggered	1	 Modulated Tone	25	2	295490489
295493437	Triggered	4	 NoSound	25	2	295493437
295506314	Triggered	1	 Modulated Tone	25	2	295506314
295509381	Triggered	4	 NoSound	25	2	295509381
295519791	Triggered	1	 Modulated Tone	25	2	295519791
295521956	Triggered	4	 NoSound	25	2	295521956
295535915	Triggered	1	 Modulated Tone	25	2	295535915
295538562	Triggered	4	 NoSound	25	2	295538562
295549272	Triggered	1	 Modulated Tone	25	2	295549272
295551920	Triggered	4	 NoSound	25	2	295551920
295567080	Triggered	1	 Modulated Tone	25	2	295567080
295570088	Triggered	4	 NoSound	25	2	295570088
295593613	Triggered	1	 Modulated Tone	25	2	295593613
295596443	Triggered	4	 NoSound	25	2	295596443
295611663	Triggered	1	 Modulated Tone	25	2	295611663
295616477	Triggered	4	 NoSound	25	2	295616477
295627970	Triggered	1	 Modulated Tone	25	2	295627970
295630675	Triggered	4	 NoSound	25	2	295630675
295640968	Triggered	1	 Modulated Tone	25	2	295640968
295647402	Triggered	5	 PureTone-5kHz	25	2	295647402
295650530	Triggered	2	 NoSound	25	2	295650530
295659917	Triggered	5	 PureTone-5kHz	25	2	295659917
295663165	Triggered	2	 NoSound	25	2	295663165
295670084	Triggered	5	 PureTone-5kHz	25	2	295670084
295673633	Triggered	2	 NoSound	25	2	295673633
295682177	Triggered	5	 PureTone-5kHz	25	2	295682177
295685487	Triggered	8	 NoSound	25	2	295685487
295698965	Triggered	5	 PureTone-5kHz	25	2	295698965
295710997	Triggered	1	 Modulated Tone	25	2	295710997
295714367	Triggered	6	 NoSound	25	2	295714367
295721826	Triggered	1	 Modulated Tone	25	2	295721826
295725799	Triggered	6	 NoSound	25	2	295725799
295732416	Triggered	1	 Modulated Tone	25	2	295732416
295739696	Triggered	6	 NoSound	25	2	295739696
295749625	Triggered	1	 Modulated Tone	25	2	295749625
295752572	Triggered	4	 NoSound	25	2	295752572
295764184	Triggered	1	 Modulated Tone	25	2	295764184
295767012	Triggered	4	 NoSound	25	2	295767012
295779044	Triggered	1	 Modulated Tone	25	2	295779044
295781631	Triggered	4	 NoSound	25	2	295781631
295793965	Triggered	1	 Modulated Tone	25	2	295793965
295796552	Triggered	4	 NoSound	25	2	295796552
295806720	Triggered	1	 Modulated Tone	25	2	295806720
295809367	Triggered	4	 NoSound	25	2	295809367
295823087	Triggered	1	 Modulated Tone	25	2	295823087
295826515	Triggered	4	 NoSound	25	2	295826515
295839094	Triggered	1	 Modulated Tone	25	2	295839094
295841797	Triggered	4	 NoSound	25	2	295841797
295846249	Triggered	5	 PureTone-5kHz	25	2	295846249
295849318	Triggered	2	 NoSound	25	2	295849318
295876032	Triggered	5	 PureTone-5kHz	25	2	295876032
295879521	Triggered	2	 NoSound	25	2	295879521
295889870	Triggered	5	 PureTone-5kHz	25	2	295889870
295893664	Triggered	8	 NoSound	25	2	295893664
295898533	Triggered	2	 NoSound	25	2	295898533
295912492	Triggered	5	 PureTone-5kHz	25	2	295912492
295915560	Triggered	8	 NoSound	25	2	295915560
295922420	Triggered	5	 PureTone-5kHz	25	2	295922420
295932347	Triggered	1	 Modulated Tone	25	2	295932347
295935356	Triggered	4	 NoSound	25	2	295935356
295946907	Triggered	1	 Modulated Tone	25	2	295946907
295949254	Triggered	4	 NoSound	25	2	295949254
295963873	Triggered	4	 NoSound	25	2	295963873
295969830	Triggered	1	 Modulated Tone	25	2	295969830
295972778	Triggered	4	 NoSound	25	2	295972778
295983188	Triggered	1	 Modulated Tone	25	2	295983188
295986135	Triggered	4	 NoSound	25	2	295986135
295995822	Triggered	1	 Modulated Tone	25	2	295995822
295998650	Triggered	4	 NoSound	25	2	295998650
296011043	Triggered	1	 Modulated Tone	25	2	296011043
296013872	Triggered	4	 NoSound	25	2	296013872
296026147	Triggered	1	 Modulated Tone	25	2	296026147
296028793	Triggered	4	 NoSound	25	2	296028793
296038780	Triggered	1	 Modulated Tone	25	2	296038780
