Ver1.3	212071278	StartFile	1/15/2021	10:25:04 AM	E:\BehavioralExperiments\Bobo\RawData\011521\SoundData.txt	212071278
212411884	Triggered	8,52,53,54,55,56,	 NoSound	40	2	212411884
212412086	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	212412086
212433876	Triggered	2,37,38,39,40,41,	 NoSound	40	2	212433876
212434087	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	212434087
212442363	Triggered	4,42,43,44,45,46,	 NoSound	40	2	212442363
212442564	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	212442564
212450116	Triggered	2,37,38,39,40,41,	 NoSound	40	2	212450116
212454930	Triggered	4,42,43,44,45,46,	 NoSound	40	2	212454930
212461413	Triggered	8,52,53,54,55,56,	 NoSound	40	2	212461413
212466827	Triggered	2,37,38,39,40,41,	 NoSound	40	2	212466827
212467029	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	212467029
212472776	Triggered	4,42,43,44,45,46,	 NoSound	40	2	212472776
212476721	Triggered	2,37,38,39,40,41,	 NoSound	40	2	212476721
212476921	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	212476921
212482744	Triggered	4,42,43,44,45,46,	 NoSound	40	2	212482744
212482945	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	212482945
212491625	Triggered	8,52,53,54,55,56,	 NoSound	40	2	212491625
212491827	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	212491827
212499981	Triggered	4,42,43,44,45,46,	 NoSound	40	2	212499981
212500182	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	212500182
212507934	Triggered	2,37,38,39,40,41,	 NoSound	40	2	212507934
212511879	Triggered	4,42,43,44,45,46,	 NoSound	40	2	212511879
212516562	Triggered	6,47,48,49,50,51,	 NoSound	40	2	212516562
212516763	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	212516763
212525581	Triggered	4,42,43,44,45,46,	 NoSound	40	2	212525581
212529057	Triggered	2,37,38,39,40,41,	 NoSound	40	2	212529057
212529258	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	212529258
212537411	Triggered	6,47,48,49,50,51,	 NoSound	40	2	212537411
212543761	Triggered	2,37,38,39,40,41,	 NoSound	40	2	212543761
212543962	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	212543962
212550246	Triggered	4,42,43,44,45,46,	 NoSound	40	2	212550246
212550461	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	212550461
212557864	Triggered	8,52,53,54,55,56,	 NoSound	40	2	212557864
212563279	Triggered	2,37,38,39,40,41,	 NoSound	40	2	212563279
212563480	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	212563480
212570236	Triggered	4,42,43,44,45,46,	 NoSound	40	2	212570236
