Ver1.2	1493916900	StartFile	3/3/2020	9:39:29 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\030320\SoundData.txt	1493916900
1494846163	Triggered	8	 NoSound	50	2	1494846163
1494851697	Triggered	1	 Modulated Tone	25	2	1494851697
1494924953	Triggered	2	 NoSound	50	2	1494924953
1494933108	Triggered	3	 NoSound	50	2	1494933108
1494935581	Triggered	4	 NoSound	50	2	1494935581
1494948549	Triggered	5	 Modulated Tone	25	2	1494948549
1494954833	Triggered	2	 NoSound	50	2	1494954833
1494985512	Triggered	5	 Modulated Tone	25	2	1494985512
1494990524	Triggered	8	 NoSound	50	2	1494990524
1495005095	Triggered	5	 Modulated Tone	25	2	1495005095
1495010046	Triggered	2	 NoSound	50	2	1495010046
1495035917	Triggered	5	 Modulated Tone	25	2	1495035917
1495040724	Triggered	8	 NoSound	50	2	1495040724
1495052018	Triggered	5	 Modulated Tone	25	2	1495052018
1495056298	Triggered	2	 NoSound	50	2	1495056298
1495074276	Triggered	5	 Modulated Tone	25	2	1495074276
1495078086	Triggered	8	 NoSound	50	2	1495078086
1495087845	Triggered	5	 Modulated Tone	25	2	1495087845
1495092591	Triggered	2	 NoSound	50	2	1495092591
1495111508	Triggered	5	 Modulated Tone	25	2	1495111508
1495116452	Triggered	2	 NoSound	50	2	1495116452
1495132963	Triggered	5	 Modulated Tone	25	2	1495132963
1495136974	Triggered	2	 NoSound	50	2	1495136974
1495150213	Triggered	5	 Modulated Tone	25	2	1495150213
1495153885	Triggered	2	 NoSound	50	2	1495153885
1495167653	Triggered	5	 Modulated Tone	25	2	1495167653
1495172800	Triggered	2	 NoSound	50	2	1495172800
1495189845	Triggered	5	 Modulated Tone	25	2	1495189845
1495194256	Triggered	2	 NoSound	50	2	1495194256
1495208894	Triggered	5	 Modulated Tone	25	2	1495208894
1495238705	Triggered	6	 NoSound	50	2	1495238705
1495247596	Triggered	1	 Modulated Tone	25	2	1495247596
1495251604	Triggered	4	 NoSound	50	2	1495251604
1495257826	Triggered	3	 NoSound	50	2	1495257826
1495259967	Triggered	2	 NoSound	50	2	1495259967
1495266444	Triggered	8	 NoSound	50	2	1495266444
1495273663	Triggered	1	 Modulated Tone	25	2	1495273663
1495278475	Triggered	6	 NoSound	50	2	1495278475
1495289373	Triggered	1	 Modulated Tone	25	2	1495289373
1495294317	Triggered	6	 NoSound	50	2	1495294317
1495304743	Triggered	1	 Modulated Tone	25	2	1495304743
1495308754	Triggered	4	 NoSound	50	2	1495308754
1495318979	Triggered	1	 Modulated Tone	25	2	1495318979
1495322861	Triggered	4	 NoSound	50	2	1495322861
1495329608	Triggered	6	 NoSound	50	2	1495329608
1495336091	Triggered	7	 NoSound	50	2	1495336091
1495337962	Triggered	8	 NoSound	50	2	1495337962
1495346653	Triggered	1	 Modulated Tone	25	2	1495346653
1495351264	Triggered	6	 NoSound	50	2	1495351264
1495360489	Triggered	1	 Modulated Tone	25	2	1495360489
1495366104	Triggered	6	 NoSound	50	2	1495366104
1495381877	Triggered	1	 Modulated Tone	25	2	1495381877
1495386290	Triggered	4	 NoSound	50	2	1495386290
1495396784	Triggered	1	 Modulated Tone	25	2	1495396784
1495401062	Triggered	2	 NoSound	50	2	1495401062
1495406611	Triggered	4	 NoSound	50	2	1495406611
1495412959	Triggered	6	 NoSound	50	2	1495412959
1495419175	Triggered	1	 Modulated Tone	25	2	1495419175
1495426528	Triggered	4	 NoSound	50	2	1495426528
1495435485	Triggered	1	 Modulated Tone	25	2	1495435485
1495443706	Triggered	6	 NoSound	50	2	1495443706
1495453798	Triggered	1	 Modulated Tone	25	2	1495453798
1495458277	Triggered	6	 NoSound	50	2	1495458277
1495469046	Triggered	1	 Modulated Tone	25	2	1495469046
1495475054	Triggered	5	 Modulated Tone	25	2	1495475054
1495478262	Triggered	8	 NoSound	50	2	1495478262
1495508609	Triggered	5	 Modulated Tone	25	2	1495508609
1495550121	Triggered	8	 NoSound	50	2	1495550121
1495571572	Triggered	5	 Modulated Tone	25	2	1495571572
1495576252	Triggered	2	 NoSound	50	2	1495576252
1495584873	Triggered	5	 Modulated Tone	25	2	1495584873
1495589419	Triggered	2	 NoSound	50	2	1495589419
1495599051	Triggered	5	 Modulated Tone	25	2	1495599051
1495602787	Triggered	8	 NoSound	50	2	1495602787
1495621973	Triggered	5	 Modulated Tone	25	2	1495621973
1495626515	Triggered	2	 NoSound	50	2	1495626515
1495634336	Triggered	5	 Modulated Tone	25	2	1495634336
1495638889	Triggered	8	 NoSound	50	2	1495638889
1495656595	Triggered	5	 Modulated Tone	25	2	1495656595
1495660545	Triggered	8	 NoSound	50	2	1495660545
1495678384	Triggered	5	 Modulated Tone	25	2	1495678384
1495682264	Triggered	8	 NoSound	50	2	1495682264
1495699772	Triggered	5	 Modulated Tone	25	2	1495699772
1495703250	Triggered	8	 NoSound	50	2	1495703250
