Ver1.3	2572808274	StartFile	9/18/2020	1:46:16 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\091820\SoundData.txt	2572808274
2573268773	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2573268773
2573268975	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	2573268975
2573399439	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2573399439
2573411138	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2573411138
2573411339	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2573411339
2573429652	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2573429652
2573435066	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2573435066
2573435268	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	2573435268
2573453514	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2573453514
2573458727	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2573458727
2573458928	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2573458928
2573474769	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2573474769
2573479917	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2573479917
2573480131	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	2573480131
2573501906	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2573501906
2573502111	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	2573502111
2573506252	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2573506252
2573506452	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2573506452
2573518362	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2573518362
2573518565	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	2573518565
2573522028	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2573522028
2573522229	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2573522229
2573554846	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2573554846
2573555048	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	2573555048
2573559197	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2573559197
2573559397	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2573559397
2573569083	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2573569083
2573569285	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	2573569285
2573573497	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2573573497
2573573698	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2573573698
2573583386	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2573583386
2573583589	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	2573583589
2573587331	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2573587331
