Tuesday, October 13, 2020	9:34:04 AM	Game1.txt	51617539
Cued	Now	51637368
9	BlinkStart	51637456
9	BlinkEnd	52107758
6	BlinkStart	52107855
6	BlinkEnd	52193123
6	Feed	52193203
2	BlinkStart	52193301
2	BlinkEnd	52253951
2	Feed	52254031
4	BlinkStart	52254119
4	BlinkEnd	52400332
4	Feed	52400413
8	BlinkStart	52400500
8	BlinkEnd	52573247
8	Feed	52573327
6	BlinkStart	52573415
6	BlinkEnd	52596642
6	Feed	52596722
8	BlinkStart	52596815
8	BlinkEnd	52683937
8	Feed	52684017
4	BlinkStart	52684116
4	BlinkEnd	52746766
4	Feed	52746846
6	BlinkStart	52746938
6	BlinkEnd	52770829
6	Feed	52770909
4	BlinkStart	52771000
4	BlinkEnd	52803850
4	Feed	52803930
8	BlinkStart	52804018
8	BlinkEnd	53029640
8	Feed	53029721
4	BlinkStart	53029808
4	BlinkEnd	53057649
4	Feed	53057729
2	BlinkStart	53057816
2	BlinkEnd	53076158
2	Feed	53076238
4	BlinkStart	53076326
4	BlinkEnd	53125621
4	Feed	53125701
8	BlinkStart	53125789
8	BlinkEnd	53155498
8	Feed	53155578
4	BlinkStart	53155665
4	BlinkEnd	53176887
4	Feed	53176967
6	BlinkStart	53177054
6	BlinkEnd	53196673
6	Feed	53196754
8	BlinkStart	53196841
8	BlinkEnd	53234104
8	Feed	53234184
2	BlinkStart	53234271
2	BlinkEnd	53265184
2	Feed	53265264
8	BlinkStart	53265364
8	BlinkEnd	53276480
8	Feed	53276560
4	BlinkStart	53276647
4	BlinkEnd	53298944
4	Feed	53299025
6	BlinkStart	53299112
6	BlinkEnd	53327949
6	Feed	53328029
8	BlinkStart	53328116
8	BlinkEnd	53447325
8	Feed	53447406
6	BlinkStart	53447493
6	BlinkEnd	53614227
6	Feed	53614307
8	BlinkStart	53614395
8	BlinkEnd	53661685
8	Feed	53661766
4	BlinkStart	53661853
4	BlinkEnd	53708608
4	Feed	53708688
6	BlinkStart	53708775
6	BlinkEnd	53728793
6	Feed	53728873
8	BlinkStart	53728961
8	BlinkEnd	53758541
8	Feed	53758622
6	BlinkStart	53758709
6	BlinkEnd	53793427
6	Feed	53793507
2	BlinkStart	53793665
2	BlinkEnd	53829654
2	Feed	53829734
4	BlinkStart	53829897
4	BlinkEnd	53893957
4	Feed	53894037
8	BlinkStart	53894197
8	BlinkEnd	53941416
8	Feed	53941496
6	BlinkStart	53941643
6	BlinkEnd	53958525
6	Feed	53958605
2	BlinkStart	53958762
2	BlinkEnd	54979250
2	Feed	54979330
6	BlinkStart	54979474
6	BlinkEnd	55036874
6	Feed	55036954
2	BlinkStart	55037119
2	BlinkEnd	55053518
2	Feed	55053599
4	BlinkStart	55053736
4	BlinkEnd	55069420
4	Feed	55069500
6	BlinkStart	55069654
6	BlinkEnd	55150030
6	Feed	55150110
8	BlinkStart	55150248
8	BlinkEnd	55308375
8	Feed	55308455
4	BlinkStart	55308594
4	BlinkEnd	55347945
4	Feed	55348025
6	BlinkStart	55348214
6	BlinkEnd	55372810
6	Feed	55372890
4	BlinkStart	55373030
4	BlinkEnd	55406630
4	Feed	55406710
6	BlinkStart	55406848
6	BlinkEnd	55424678
6	Feed	55424758
8	BlinkStart	55424925
8	BlinkEnd	55482695
8	Feed	55482775
6	BlinkStart	55482932
6	BlinkEnd	55553486
6	Feed	55553566
2	BlinkStart	55553710
2	BlinkEnd	55734820
2	Feed	55734900
8	BlinkStart	55735060
8	BlinkEnd	55753469
8	Feed	55753549
6	BlinkStart	55753701
6	BlinkEnd	55782009
6	Feed	55782089
2	BlinkStart	55782228
2	BlinkEnd	55830669
2	Feed	55830749
6	BlinkStart	55830905
6	BlinkEnd	55851324
6	Feed	55851404
8	BlinkStart	55851572
8	BlinkEnd	56105653
8	Feed	56105733
4	BlinkStart	56105878
4	BlinkEnd	56202838
4	Feed	56202918
2	BlinkStart	56203057
2	BlinkEnd	56230453
2	Feed	56230533
8	BlinkStart	56230675
8	BlinkEnd	56259610
0	StopTraining	56259690
0	StopTraining	56259690
