Ver1.2	260956507	StartFile	1/28/2020	11:52:51 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\012820\SoundData.txt	260956507
261150470	Triggered	2	 NoSound	50	2	261150470
261154130	Triggered	1	 Modulated Tone	25	2	261154130
261158275	Triggered	4	 NoSound	50	2	261158275
261167362	Triggered	1	 Modulated Tone	25	2	261167362
261170570	Triggered	6	 NoSound	50	2	261170570
261190354	Triggered	1	 Modulated Tone	25	2	261190354
261194098	Triggered	4	 NoSound	50	2	261194098
261200715	Triggered	5	 Modulated Tone	25	2	261200715
261205862	Triggered	1	 Modulated Tone	25	2	261205862
261209142	Triggered	6	 NoSound	50	2	261209142
261230261	Triggered	1	 Modulated Tone	25	2	261230261
261249843	Triggered	4	 NoSound	50	2	261249843
261258267	Triggered	1	 Modulated Tone	25	2	261258267
261261740	Triggered	6	 NoSound	50	2	261261740
261281124	Triggered	1	 Modulated Tone	25	2	261281124
261284467	Triggered	4	 NoSound	50	2	261284467
261293023	Triggered	1	 Modulated Tone	25	2	261293023
261296966	Triggered	4	 NoSound	50	2	261296966
261305528	Triggered	1	 Modulated Tone	25	2	261305528
261308802	Triggered	6	 NoSound	50	2	261308802
261327715	Triggered	1	 Modulated Tone	25	2	261327715
261331729	Triggered	4	 NoSound	50	2	261331729
261338474	Triggered	1	 Modulated Tone	25	2	261338474
261342417	Triggered	6	 NoSound	50	2	261342417
261363947	Triggered	1	 Modulated Tone	25	2	261363947
261367689	Triggered	4	 NoSound	50	2	261367689
261373699	Triggered	1	 Modulated Tone	25	2	261373699
261378713	Triggered	5	 Modulated Tone	25	2	261378713
261381653	Triggered	8	 NoSound	50	2	261381653
261390613	Triggered	1	 Modulated Tone	25	2	261390613
261395756	Triggered	5	 Modulated Tone	25	2	261395756
261399099	Triggered	2	 NoSound	50	2	261399099
261423028	Triggered	5	 Modulated Tone	25	2	261423028
261426516	Triggered	8	 NoSound	50	2	261426516
261433392	Triggered	1	 Modulated Tone	25	2	261433392
261438673	Triggered	5	 Modulated Tone	25	2	261438673
261442018	Triggered	2	 NoSound	50	2	261442018
261461529	Triggered	1	 Modulated Tone	25	2	261461529
261478438	Triggered	5	 Modulated Tone	25	2	261478438
261481646	Triggered	8	 NoSound	50	2	261481646
261490203	Triggered	5	 Modulated Tone	25	2	261490203
261493413	Triggered	2	 NoSound	50	2	261493413
261512127	Triggered	5	 Modulated Tone	25	2	261512127
261517741	Triggered	8	 NoSound	50	2	261517741
261524292	Triggered	5	 Modulated Tone	25	2	261524292
261528373	Triggered	8	 NoSound	50	2	261528373
261534853	Triggered	5	 Modulated Tone	25	2	261534853
261538069	Triggered	8	 NoSound	50	2	261538069
261546149	Triggered	5	 Modulated Tone	25	2	261546149
261549497	Triggered	8	 NoSound	50	2	261549497
261556777	Triggered	5	 Modulated Tone	25	2	261556777
261560051	Triggered	2	 NoSound	50	2	261560051
261580772	Triggered	1	 Modulated Tone	25	2	261580772
261599888	Triggered	5	 Modulated Tone	25	2	261599888
261603030	Triggered	8	 NoSound	50	2	261603030
261609313	Triggered	6	 NoSound	50	2	261609313
