Ver1.2	1464398126	StartFile	2/11/2020	10:10:12 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\021120\SoundData.txt	1464398126
1464847932	Triggered	4	 NoSound	50	2	1464847932
1464865198	Triggered	1	 Modulated Tone	25	2	1464865198
1464869287	Triggered	6	 NoSound	50	2	1464869287
1464892631	Triggered	1	 Modulated Tone	25	2	1464892631
1464896123	Triggered	4	 NoSound	50	2	1464896123
1464905508	Triggered	1	 Modulated Tone	25	2	1464905508
1464909482	Triggered	6	 NoSound	50	2	1464909482
1464930294	Triggered	1	 Modulated Tone	25	2	1464930294
1464948166	Triggered	4	 NoSound	50	2	1464948166
1464957609	Triggered	1	 Modulated Tone	25	2	1464957609
1464961401	Triggered	6	 NoSound	50	2	1464961401
1464985166	Triggered	1	 Modulated Tone	25	2	1464985166
1464993047	Triggered	4	 NoSound	50	2	1464993047
1465000930	Triggered	1	 Modulated Tone	25	2	1465000930
1465007729	Triggered	4	 NoSound	50	2	1465007729
1465014050	Triggered	1	 Modulated Tone	25	2	1465014050
1465018806	Triggered	6	 NoSound	50	2	1465018806
1465048821	Triggered	1	 Modulated Tone	25	2	1465048821
1465059410	Triggered	4	 NoSound	50	2	1465059410
1465067354	Triggered	1	 Modulated Tone	25	2	1465067354
1465071866	Triggered	6	 NoSound	50	2	1465071866
1465096713	Triggered	1	 Modulated Tone	25	2	1465096713
1465120059	Triggered	6	 NoSound	50	2	1465120059
1465141236	Triggered	1	 Modulated Tone	25	2	1465141236
1465147313	Triggered	6	 NoSound	50	2	1465147313
1465167830	Triggered	1	 Modulated Tone	25	2	1465167830
1465183172	Triggered	5	 Modulated Tone	25	2	1465183172
1465187505	Triggered	8	 NoSound	50	2	1465187505
1465199657	Triggered	1	 Modulated Tone	25	2	1465199657
1465205615	Triggered	5	 Modulated Tone	25	2	1465205615
1465208923	Triggered	2	 NoSound	50	2	1465208923
1465238226	Triggered	5	 Modulated Tone	25	2	1465238226
1465241833	Triggered	8	 NoSound	50	2	1465241833
1465248452	Triggered	5	 Modulated Tone	25	2	1465248452
1465251640	Triggered	2	 NoSound	50	2	1465251640
1465277450	Triggered	5	 Modulated Tone	25	2	1465277450
1465281545	Triggered	8	 NoSound	50	2	1465281545
1465288462	Triggered	5	 Modulated Tone	25	2	1465288462
1465291832	Triggered	2	 NoSound	50	2	1465291832
1465314754	Triggered	1	 Modulated Tone	25	2	1465314754
1465360120	Triggered	5	 Modulated Tone	25	2	1465360120
1465364752	Triggered	8	 NoSound	50	2	1465364752
1465373176	Triggered	5	 Modulated Tone	25	2	1465373176
1465377087	Triggered	2	 NoSound	50	2	1465377087
1465403379	Triggered	5	 Modulated Tone	25	2	1465403379
1465412343	Triggered	8	 NoSound	50	2	1465412343
1465419683	Triggered	5	 Modulated Tone	25	2	1465419683
