Ver1.2	675766828	StartFile	3/21/2020	2:17:02 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\032120\SoundData.txt	675766828
676185010	Triggered	5	 Modulated Tone	25	2	676185010
676188691	Triggered	2	 NoSound	50	2	676188691
676198311	Triggered	5	 Modulated Tone	25	2	676198311
676201928	Triggered	2	 NoSound	50	2	676201928
676210146	Triggered	5	 Modulated Tone	25	2	676210146
676213626	Triggered	2	 NoSound	50	2	676213626
676220245	Triggered	5	 Modulated Tone	25	2	676220245
676223777	Triggered	2	 NoSound	50	2	676223777
676229860	Triggered	5	 Modulated Tone	25	2	676229860
676233471	Triggered	2	 NoSound	50	2	676233471
676240420	Triggered	5	 Modulated Tone	25	2	676240420
676244036	Triggered	2	 NoSound	50	2	676244036
676252050	Triggered	5	 Modulated Tone	25	2	676252050
676255533	Triggered	8	 NoSound	50	2	676255533
676261810	Triggered	5	 Modulated Tone	25	2	676261810
676265622	Triggered	2	 NoSound	50	2	676265622
676272240	Triggered	5	 Modulated Tone	25	2	676272240
676276515	Triggered	2	 NoSound	50	2	676276515
676283131	Triggered	5	 Modulated Tone	25	2	676283131
676287074	Triggered	1	 Modulated Tone	25	2	676287074
676290290	Triggered	6	 NoSound	50	2	676290290
676296441	Triggered	1	 Modulated Tone	25	2	676296441
676300045	Triggered	6	 NoSound	50	2	676300045
676307529	Triggered	1	 Modulated Tone	25	2	676307529
676311141	Triggered	6	 NoSound	50	2	676311141
676316953	Triggered	1	 Modulated Tone	25	2	676316953
676320295	Triggered	4	 NoSound	50	2	676320295
676334541	Triggered	1	 Modulated Tone	25	2	676334541
676337680	Triggered	4	 NoSound	50	2	676337680
676349237	Triggered	1	 Modulated Tone	25	2	676349237
676352314	Triggered	4	 NoSound	50	2	676352314
676364285	Triggered	1	 Modulated Tone	25	2	676364285
676367293	Triggered	4	 NoSound	50	2	676367293
676377580	Triggered	1	 Modulated Tone	25	2	676377580
676380655	Triggered	4	 NoSound	50	2	676380655
676392019	Triggered	1	 Modulated Tone	25	2	676392019
676394889	Triggered	4	 NoSound	50	2	676394889
