Ver1.3	326218335	StartFile	7/2/2020	5:56:02 PM	E:\BehavioralExperiments\Twenty\RawData\070220\SoundData.txt	326218335
326501869	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	326501869
326553211	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	326553211
326562361	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	326562361
326571054	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	326571054
326579873	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	326579873
326589366	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	326589366
326600327	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	326600327
326616303	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	326616303
326623989	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	326623989
326637826	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	326637826
326649324	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	326649324
326668108	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	326668108
326675661	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	326675661
326701792	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	326701792
326708678	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	326708678
326719905	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	326719905
326729397	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	326729397
326739024	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	326739024
326744972	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	326744972
326754262	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	326754262
326761213	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	326761213
326769437	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	326769437
326779268	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	326779268
326787014	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	326787014
326808737	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	326808737
326819233	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	326819233
326828322	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	326828322
326835473	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	326835473
