Thursday, December 17, 2020	12:02:58 PM	Game1.txt	668299628
Cued	Now	668318528
9	BlinkStart	668318616
9	BlinkEnd	668572790
23,5	BlinkStart	668572886
23,5	BlinkEnd	668573150
5	0DropFeed	668573231
23	NoFeedAbort	668573311
1	BlinkStart	668583354
1	BlinkEnd	668945646
1	NoFeedLowProb	668945726
4,46	BlinkStart	668945762
4,46	BlinkEnd	669112816
4	Feed	669112896
46	Feed	669112976
1	BlinkStart	669113069
1	BlinkEnd	669134405
1	NoFeedLowProb	669134485
4,46	BlinkStart	669134498
4,46	BlinkEnd	669139152
4	Feed	669139232
46	Feed	669139312
1	BlinkStart	669139399
1	BlinkEnd	669156328
1	NoFeedLowProb	669156408
4,46	BlinkStart	669156437
4,46	BlinkEnd	669160272
4	Feed	669160352
46	Feed	669160432
21,1	BlinkStart	669160520
21,1	BlinkEnd	669176714
1	0DropFeed	669176794
21	Feed	669176875
4,46,6,50	BlinkStart	669176989
4,46,6,50	BlinkEnd	669181461
6	Feed	669181541
50	Feed	669181621
20,1	BlinkStart	669181715
20,1	BlinkEnd	669196566
1	0DropFeed	669196646
20	Feed	669196726
4,46,6,50	BlinkStart	669196821
4,46,6,50	BlinkEnd	669200376
4	Feed	669200456
46	Feed	669200536
19,1	BlinkStart	669200623
19,1	BlinkEnd	669215281
1	0DropFeed	669215361
19	Feed	669215441
4,46,6,50	BlinkStart	669215558
4,46,6,50	BlinkEnd	669219427
4	Feed	669219507
46	Feed	669219588
18,1	BlinkStart	669219683
18,1	BlinkEnd	669238342
1	0DropFeed	669238422
18	Feed	669238502
4,46,6,50	BlinkStart	669238609
4,46,6,50	BlinkEnd	669242619
4	Feed	669242699
46	Feed	669242779
17,1	BlinkStart	669242879
17,1	BlinkEnd	669257860
1	0DropFeed	669257940
17	Feed	669258021
4,46,6,50	BlinkStart	669258115
4,46,6,50	BlinkEnd	669262071
4	Feed	669262151
46	Feed	669262231
16,1	BlinkStart	669262320
16,1	BlinkEnd	669279851
1	0DropFeed	669279931
16	Feed	669280011
4,46,6,50	BlinkStart	669280107
4,46,6,50	BlinkEnd	669284596
4	Feed	669284676
46	Feed	669284757
14,1	BlinkStart	669284869
14,1	BlinkEnd	669301841
1	0DropFeed	669301921
14	NoFeedAbort	669302002
5	BlinkStart	669312017
5	BlinkEnd	669316411
5	NoFeedLowProb	669316491
2,41	BlinkStart	669316530
2,41	BlinkEnd	669325034
2	Feed	669325114
41	Feed	669325194
5	BlinkStart	669325281
5	BlinkEnd	669336331
5	NoFeedLowProb	669336412
2,41	BlinkStart	669336436
2,41	BlinkEnd	669358187
2	Feed	669358267
41	Feed	669358347
5	BlinkStart	669358445
5	BlinkEnd	669368950
5	NoFeedLowProb	669369030
2,41	BlinkStart	669369070
2,41	BlinkEnd	669374095
2	Feed	669374176
41	Feed	669374256
30,5	BlinkStart	669374354
30,5	BlinkEnd	669385926
5	0DropFeed	669386006
30	Feed	669386086
2,41,8,56	BlinkStart	669386187
2,41,8,56	BlinkEnd	669390540
8	Feed	669390620
56	Feed	669390701
29,5	BlinkStart	669390870
29,5	BlinkEnd	669407248
5	0DropFeed	669407328
29	Feed	669407408
2,41,8,56	BlinkStart	669407573
2,41,8,56	BlinkEnd	669412664
8	Feed	669412744
56	Feed	669412824
28,5	BlinkStart	669413008
28,5	BlinkEnd	669427234
5	0DropFeed	669427314
28	Feed	669427394
2,41,8,56	BlinkStart	669427543
2,41,8,56	BlinkEnd	669431846
8	Feed	669431926
56	Feed	669432006
27,5	BlinkStart	669432166
27,5	BlinkEnd	669444946
5	0DropFeed	669445026
27	Feed	669445107
2,41,8,56	BlinkStart	669445264
2,41,8,56	BlinkEnd	669449961
8	Feed	669450041
56	Feed	669450121
26,5	BlinkStart	669450278
26,5	BlinkEnd	669465734
5	0DropFeed	669465815
26	Feed	669465895
2,41,8,56	BlinkStart	669466047
2,41,8,56	BlinkEnd	669469879
8	Feed	669469959
56	Feed	669470040
25,5	BlinkStart	669470208
25,5	BlinkEnd	669484585
5	0DropFeed	669484665
25	Feed	669484745
2,41,8,56	BlinkStart	669484900
2,41,8,56	BlinkEnd	669489734
8	Feed	669489814
56	Feed	669489894
23,5	BlinkStart	669490033
23,5	BlinkEnd	669506440
5	0DropFeed	669506520
23	NoFeedAbort	669506600
1	BlinkStart	669516662
1	BlinkEnd	669520877
1	NoFeedLowProb	669520957
6,47	BlinkStart	669521025
6,47	BlinkEnd	669525022
6	Feed	669525102
47	Feed	669525182
1	BlinkStart	669525333
1	BlinkEnd	669540194
1	NoFeedLowProb	669540274
6,47	BlinkStart	669540354
6,47	BlinkEnd	669545275
6	Feed	669545356
47	Feed	669545436
1	BlinkStart	669545585
1	BlinkEnd	669555101
1	NoFeedLowProb	669555181
6,47	BlinkStart	669555268
6,47	BlinkEnd	669559313
6	Feed	669559393
47	Feed	669559473
21,1	BlinkStart	669559611
21,1	BlinkEnd	669574952
1	0DropFeed	669575032
21	Feed	669575112
6,47,4,42	BlinkStart	669575283
6,47,4,42	BlinkEnd	669580566
4	Feed	669580646
42	Feed	669580727
20,1	BlinkStart	669580871
20,1	BlinkEnd	669592597
1	0DropFeed	669592677
20	Feed	669592758
6,47,4,42	BlinkStart	669592907
6,47,4,42	BlinkEnd	669597945
4	Feed	669598025
42	Feed	669598105
19,1	BlinkStart	669598267
19,1	BlinkEnd	669612315
1	0DropFeed	669612395
19	Feed	669612476
6,47,4,42	BlinkStart	669612638
6,47,4,42	BlinkEnd	669617796
4	Feed	669617876
42	Feed	669617956
18,1	BlinkStart	669618116
18,1	BlinkEnd	669630630
1	0DropFeed	669630710
18	Feed	669630790
6,47,4,42	BlinkStart	669630974
6,47,4,42	BlinkEnd	670652893
4	Feed	670652973
42	Feed	670653053
17,1	BlinkStart	670653213
17,1	BlinkEnd	670695281
1	0DropFeed	670695361
17	Feed	670695441
6,47,4,42	BlinkStart	670695613
6,47,4,42	BlinkEnd	670706901
4	Feed	670706981
42	Feed	670707062
16,1	BlinkStart	670707213
16,1	BlinkEnd	670867653
1	0DropFeed	670867733
16	Feed	670867813
6,47,4,42	BlinkStart	670867999
6,47,4,42	BlinkEnd	670873668
4	Feed	670873748
42	Feed	670873828
14,1	BlinkStart	670874023
14,1	BlinkEnd	670889777
1	0DropFeed	670889857
14	NoFeedAbort	670889937
5	BlinkStart	670899998
5	BlinkEnd	671096918
5	NoFeedLowProb	671096998
2,40	BlinkStart	671097088
2,40	BlinkEnd	672749690
2	Feed	672749771
40	Feed	672749851
5	BlinkStart	672749994
5	BlinkEnd	672775557
5	NoFeedLowProb	672775637
2,40	BlinkStart	672775738
2,40	BlinkEnd	672830701
2	Feed	672830781
40	Feed	672830861
5	BlinkStart	672831031
5	BlinkEnd	672852892
5	NoFeedLowProb	672852972
2,40	BlinkStart	672853034
2,40	BlinkEnd	672868131
2	Feed	672868212
40	Feed	672868292
30,5	BlinkStart	672868452
30,5	BlinkEnd	672883712
5	0DropFeed	672883792
30	Feed	672883872
2,40,8,55	BlinkStart	672884028
2,40,8,55	BlinkEnd	672891394
8	Feed	672891475
55	Feed	672891555
29,5	BlinkStart	672891715
29,5	BlinkEnd	672907436
5	0DropFeed	672907516
29	Feed	672907596
2,40,8,55	BlinkStart	672907752
2,40,8,55	BlinkEnd	672913184
8	Feed	672913264
55	Feed	672913344
28,5	BlinkStart	672913500
28,5	BlinkEnd	672926951
5	0DropFeed	672927032
28	Feed	672927113
2,40,8,55	BlinkStart	672927288
2,40,8,55	BlinkEnd	672941590
8	Feed	672941670
55	Feed	672941750
27,5	BlinkStart	672941893
27,5	BlinkEnd	672954222
5	0DropFeed	672954302
27	Feed	672954382
2,40,8,55	BlinkStart	672954570
2,40,8,55	BlinkEnd	672958768
8	Feed	672958848
55	Feed	672958928
26,5	BlinkStart	672959087
26,5	BlinkEnd	672971133
5	0DropFeed	672971213
26	Feed	672971293
2,40,8,55	BlinkStart	672971447
2,40,8,55	BlinkEnd	673053347
2	Feed	673053427
40	Feed	673053507
25,5	BlinkStart	673053655
