Ver1.2	1534315513	StartFile	3/31/2020	12:46:11 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\033120\SoundData.txt	1534315513
1534724430	Triggered	8	 NoSound	50	2	1534724430
1534792262	Triggered	1	 PureTone-5kHz	50	2	1534792262
1534795604	Triggered	4	 NoSound	50	2	1534795604
1534796605	Triggered	1	 PureTone-5kHz	50	2	1534796605
1534803425	Triggered	4	 NoSound	50	2	1534803425
1534827890	Triggered	1	 PureTone-5kHz	50	2	1534827890
1534832636	Triggered	4	 NoSound	50	2	1534832636
1534851152	Triggered	1	 PureTone-5kHz	50	2	1534851152
1534856362	Triggered	4	 NoSound	50	2	1534856362
1534866589	Triggered	1	 PureTone-5kHz	50	2	1534866589
1534933564	Triggered	5	 PureTone-5kHz	50	2	1534933564
1534938042	Triggered	2	 NoSound	50	2	1534938042
1534963709	Triggered	5	 PureTone-5kHz	50	2	1534963709
1534969256	Triggered	2	 NoSound	50	2	1534969256
1534983292	Triggered	5	 PureTone-5kHz	50	2	1534983292
1534987104	Triggered	2	 NoSound	50	2	1534987104
1535000671	Triggered	5	 PureTone-5kHz	50	2	1535000671
1535006486	Triggered	2	 NoSound	50	2	1535006486
1535017924	Triggered	5	 PureTone-5kHz	50	2	1535017924
1535033358	Triggered	1	 PureTone-5kHz	50	2	1535033358
1535036769	Triggered	4	 NoSound	50	2	1535036769
1535050268	Triggered	1	 PureTone-5kHz	50	2	1535050268
1535053409	Triggered	4	 NoSound	50	2	1535053409
1535070453	Triggered	1	 PureTone-5kHz	50	2	1535070453
1535073732	Triggered	4	 NoSound	50	2	1535073732
1535093314	Triggered	1	 PureTone-5kHz	50	2	1535093314
1535096521	Triggered	4	 NoSound	50	2	1535096521
1535110557	Triggered	1	 PureTone-5kHz	50	2	1535110557
1535123258	Triggered	5	 PureTone-5kHz	50	2	1535123258
1535126666	Triggered	8	 NoSound	50	2	1535126666
1535134288	Triggered	5	 PureTone-5kHz	50	2	1535134288
1535141171	Triggered	8	 NoSound	50	2	1535141171
1535148456	Triggered	5	 PureTone-5kHz	50	2	1535148456
1535158888	Triggered	1	 PureTone-5kHz	50	2	1535158888
1535172386	Triggered	8	 NoSound	50	2	1535172386
1535180608	Triggered	7	 NoSound	50	2	1535180608
1535182678	Triggered	6	 NoSound	50	2	1535182678
1535193308	Triggered	5	 PureTone-5kHz	50	2	1535193308
1535196581	Triggered	2	 NoSound	50	2	1535196581
1535220911	Triggered	5	 PureTone-5kHz	50	2	1535220911
1535228335	Triggered	1	 PureTone-5kHz	50	2	1535228335
1535232007	Triggered	6	 NoSound	50	2	1535232007
1535244641	Triggered	1	 PureTone-5kHz	50	2	1535244641
1535248783	Triggered	6	 NoSound	50	2	1535248783
1535261083	Triggered	1	 PureTone-5kHz	50	2	1535261083
1535264960	Triggered	6	 NoSound	50	2	1535264960
1535273056	Triggered	1	 PureTone-5kHz	50	2	1535273056
1535276992	Triggered	6	 NoSound	50	2	1535276992
1535284878	Triggered	1	 PureTone-5kHz	50	2	1535284878
1535312083	Triggered	5	 PureTone-5kHz	50	2	1535312083
1535315425	Triggered	8	 NoSound	50	2	1535315425
1535327323	Triggered	5	 PureTone-5kHz	50	2	1535327323
1535330664	Triggered	8	 NoSound	50	2	1535330664
1535338687	Triggered	5	 PureTone-5kHz	50	2	1535338687
1535342896	Triggered	8	 NoSound	50	2	1535342896
1535352462	Triggered	5	 PureTone-5kHz	50	2	1535352462
1535355396	Triggered	2	 NoSound	50	2	1535355396
1535381264	Triggered	5	 PureTone-5kHz	50	2	1535381264
1535384337	Triggered	2	 NoSound	50	2	1535384337
1535391756	Triggered	5	 PureTone-5kHz	50	2	1535391756
1535396705	Triggered	1	 PureTone-5kHz	50	2	1535396705
1535399711	Triggered	6	 NoSound	50	2	1535399711
1535407465	Triggered	1	 PureTone-5kHz	50	2	1535407465
1535410608	Triggered	6	 NoSound	50	2	1535410608
1535418627	Triggered	1	 PureTone-5kHz	50	2	1535418627
1535422103	Triggered	6	 NoSound	50	2	1535422103
1535434202	Triggered	1	 PureTone-5kHz	50	2	1535434202
1535437274	Triggered	4	 NoSound	50	2	1535437274
1535449175	Triggered	1	 PureTone-5kHz	50	2	1535449175
1535453118	Triggered	5	 PureTone-5kHz	50	2	1535453118
1535456325	Triggered	2	 NoSound	50	2	1535456325
1535466685	Triggered	5	 PureTone-5kHz	50	2	1535466685
1535470361	Triggered	2	 NoSound	50	2	1535470361
1535482326	Triggered	5	 PureTone-5kHz	50	2	1535482326
1535486538	Triggered	2	 NoSound	50	2	1535486538
1535495493	Triggered	5	 PureTone-5kHz	50	2	1535495493
1535498903	Triggered	8	 NoSound	50	2	1535498903
1535506726	Triggered	5	 PureTone-5kHz	50	2	1535506726
1535511469	Triggered	1	 PureTone-5kHz	50	2	1535511469
1535514414	Triggered	4	 NoSound	50	2	1535514414
1535526246	Triggered	1	 PureTone-5kHz	50	2	1535526246
1535529248	Triggered	4	 NoSound	50	2	1535529248
1535537403	Triggered	1	 PureTone-5kHz	50	2	1535537403
1535540493	Triggered	4	 NoSound	50	2	1535540493
1535548700	Triggered	1	 PureTone-5kHz	50	2	1535548700
1535552175	Triggered	4	 NoSound	50	2	1535552175
1535560997	Triggered	1	 PureTone-5kHz	50	2	1535560997
1535565343	Triggered	5	 PureTone-5kHz	50	2	1535565343
1535568484	Triggered	2	 NoSound	50	2	1535568484
1535578711	Triggered	5	 PureTone-5kHz	50	2	1535578711
1535581786	Triggered	2	 NoSound	50	2	1535581786
1535594691	Triggered	5	 PureTone-5kHz	50	2	1535594691
1535597760	Triggered	2	 NoSound	50	2	1535597760
1535607385	Triggered	5	 PureTone-5kHz	50	2	1535607385
1535610331	Triggered	2	 NoSound	50	2	1535610331
1535618347	Triggered	5	 PureTone-5kHz	50	2	1535618347
