Ver1.3	53941999	StartFile	2/10/2021	9:33:19 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\021021\SoundData.txt	53941999
54394054	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	54394054
54394257	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	54394257
54410496	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54410496
54417047	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54417047
54417249	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54417249
54433361	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54433361
54436764	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54436764
54436967	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54436967
54450266	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54450266
54454010	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54454010
54454212	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54454212
54466040	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54466040
54466245	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	54466245
54468714	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54468714
54468926	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54468926
54480478	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54480478
54480692	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	54480692
54483821	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54483821
54484023	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54484023
54494047	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54494047
54494253	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	54494253
54496920	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54496920
54497124	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54497124
54508017	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54508017
54508222	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	54508222
54510825	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54510825
54511029	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54511029
54521585	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54521585
54521789	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	54521789
54524263	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54524263
54524465	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54524465
54537025	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54537025
54537230	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	54537230
54540101	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54540101
54540316	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54540316
54552065	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54552065
54552270	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	54552270
54554804	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54554804
54555007	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54555007
54566301	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54566301
54566506	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	54566506
54569249	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54569249
54569453	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54569453
54579737	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54579737
54579939	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	54579939
54582477	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54582477
54582680	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54582680
54593050	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54593050
54593255	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	54593255
54595846	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54595846
54596048	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	54596048
54607477	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	54607477
54607680	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	54607680
54609948	Triggered	4,42,43,44,45,46,	 NoSound	40	2	54609948
