Ver1.3	1852832055	StartFile	7/20/2020	9:59:35 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\072020\SoundData.txt	1852832055
1853245021	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1853245021
1853245223	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1853245223
1853264078	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1853264078
1853283455	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1853283455
1853283656	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1853283656
1853292412	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1853292412
1853292618	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1853292618
1853295687	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1853295687
1853295889	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1853295889
1853305915	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1853305915
1853306118	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1853306118
1853309196	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1853309196
1853309397	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1853309397
1853320686	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1853320686
1853320890	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1853320890
1853323900	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1853323900
1853324102	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1853324102
1853333453	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1853333453
1853333656	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1853333656
1853336662	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1853336662
1853336862	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1853336862
1853344883	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1853344883
1853345084	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1853345084
