Ver1.2	2051291299	StartFile	4/6/2020	12:22:26 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\040620\SoundData.txt	2051291299
2051657558	Triggered	5	 PureTone-5kHz	50	2	2051657558
2051672599	Triggered	1	 PureTone-5kHz	50	2	2051672599
2051677276	Triggered	4	 NoSound	50	2	2051677276
2051690846	Triggered	1	 PureTone-5kHz	50	2	2051690846
2051694588	Triggered	4	 NoSound	50	2	2051694588
2051703013	Triggered	1	 PureTone-5kHz	50	2	2051703013
2051708958	Triggered	4	 NoSound	50	2	2051708958
2051717053	Triggered	1	 PureTone-5kHz	50	2	2051717053
2051720456	Triggered	6	 NoSound	50	2	2051720456
2051736430	Triggered	1	 PureTone-5kHz	50	2	2051736430
2051742982	Triggered	5	 PureTone-5kHz	50	2	2051742982
2051746128	Triggered	8	 NoSound	50	2	2051746128
2051762831	Triggered	1	 PureTone-5kHz	50	2	2051762831
2051766175	Triggered	5	 PureTone-5kHz	50	2	2051766175
2051770860	Triggered	8	 NoSound	50	2	2051770860
2051784486	Triggered	1	 PureTone-5kHz	50	2	2051784486
2051788498	Triggered	5	 PureTone-5kHz	50	2	2051788498
2051791510	Triggered	8	 NoSound	50	2	2051791510
2051820116	Triggered	5	 PureTone-5kHz	50	2	2051820116
2051823190	Triggered	2	 NoSound	50	2	2051823190
2051835627	Triggered	5	 PureTone-5kHz	50	2	2051835627
2051839040	Triggered	1	 PureTone-5kHz	50	2	2051839040
2051841770	Triggered	6	 NoSound	50	2	2051841770
2051850798	Triggered	1	 PureTone-5kHz	50	2	2051850798
2051854137	Triggered	6	 NoSound	50	2	2051854137
2051862966	Triggered	1	 PureTone-5kHz	50	2	2051862966
2051865632	Triggered	6	 NoSound	50	2	2051865632
2051874188	Triggered	1	 PureTone-5kHz	50	2	2051874188
2051877331	Triggered	6	 NoSound	50	2	2051877331
2051886288	Triggered	1	 PureTone-5kHz	50	2	2051886288
2051889896	Triggered	5	 PureTone-5kHz	50	2	2051889896
2051892710	Triggered	8	 NoSound	50	2	2051892710
2051912226	Triggered	5	 PureTone-5kHz	50	2	2051912226
2051914963	Triggered	8	 NoSound	50	2	2051914963
2051927794	Triggered	5	 PureTone-5kHz	50	2	2051927794
2051930469	Triggered	8	 NoSound	50	2	2051930469
2051944906	Triggered	5	 PureTone-5kHz	50	2	2051944906
2051947720	Triggered	2	 NoSound	50	2	2051947720
2051954403	Triggered	5	 PureTone-5kHz	50	2	2051954403
2051958280	Triggered	1	 PureTone-5kHz	50	2	2051958280
2051961617	Triggered	4	 NoSound	50	2	2051961617
2051975653	Triggered	1	 PureTone-5kHz	50	2	2051975653
2051978528	Triggered	4	 NoSound	50	2	2051978528
2051996245	Triggered	1	 PureTone-5kHz	50	2	2051996245
2051999048	Triggered	4	 NoSound	50	2	2051999048
2052012889	Triggered	1	 PureTone-5kHz	50	2	2052012889
2052016425	Triggered	6	 NoSound	50	2	2052016425
2052021310	Triggered	1	 PureTone-5kHz	50	2	2052021310
2052025115	Triggered	5	 PureTone-5kHz	50	2	2052025115
2052028055	Triggered	8	 NoSound	50	2	2052028055
2052038017	Triggered	5	 PureTone-5kHz	50	2	2052038017
2052041091	Triggered	8	 NoSound	50	2	2052041091
2052060681	Triggered	5	 PureTone-5kHz	50	2	2052060681
2052063748	Triggered	8	 NoSound	50	2	2052063748
2052071371	Triggered	5	 PureTone-5kHz	50	2	2052071371
2052074510	Triggered	8	 NoSound	50	2	2052074510
2052083012	Triggered	5	 PureTone-5kHz	50	2	2052083012
2052086275	Triggered	1	 PureTone-5kHz	50	2	2052086275
2052089016	Triggered	6	 NoSound	50	2	2052089016
2052094302	Triggered	1	 PureTone-5kHz	50	2	2052094302
2052100043	Triggered	5	 PureTone-5kHz	50	2	2052100043
2052106593	Triggered	6	 NoSound	50	2	2052106593
2052115284	Triggered	1	 PureTone-5kHz	50	2	2052115284
2052118296	Triggered	6	 NoSound	50	2	2052118296
2052122508	Triggered	1	 PureTone-5kHz	50	2	2052122508
2052125576	Triggered	4	 NoSound	50	2	2052125576
2052139417	Triggered	1	 PureTone-5kHz	50	2	2052139417
2052142688	Triggered	5	 PureTone-5kHz	50	2	2052142688
2052145367	Triggered	8	 NoSound	50	2	2052145367
2052150708	Triggered	5	 PureTone-5kHz	50	2	2052150708
2052155855	Triggered	1	 PureTone-5kHz	50	2	2052155855
2052159198	Triggered	8	 NoSound	50	2	2052159198
2052163276	Triggered	5	 PureTone-5kHz	50	2	2052163276
2052174771	Triggered	8	 NoSound	50	2	2052174771
2052181054	Triggered	5	 PureTone-5kHz	50	2	2052181054
2052183866	Triggered	2	 NoSound	50	2	2052183866
2052190679	Triggered	5	 PureTone-5kHz	50	2	2052190679
2052193887	Triggered	1	 PureTone-5kHz	50	2	2052193887
2052196764	Triggered	4	 NoSound	50	2	2052196764
2052208395	Triggered	1	 PureTone-5kHz	50	2	2052208395
2052211401	Triggered	4	 NoSound	50	2	2052211401
2052217889	Triggered	5	 PureTone-5kHz	50	2	2052217889
2052221028	Triggered	1	 PureTone-5kHz	50	2	2052221028
2052223832	Triggered	4	 NoSound	50	2	2052223832
2052230183	Triggered	1	 PureTone-5kHz	50	2	2052230183
2052232930	Triggered	6	 NoSound	50	2	2052232930
2052238277	Triggered	1	 PureTone-5kHz	50	2	2052238277
2052242554	Triggered	5	 PureTone-5kHz	50	2	2052242554
2052245421	Triggered	2	 NoSound	50	2	2052245421
2052254378	Triggered	5	 PureTone-5kHz	50	2	2052254378
2052258325	Triggered	2	 NoSound	50	2	2052258325
2052266750	Triggered	5	 PureTone-5kHz	50	2	2052266750
2052269550	Triggered	2	 NoSound	50	2	2052269550
2052279176	Triggered	5	 PureTone-5kHz	50	2	2052279176
2052282452	Triggered	2	 NoSound	50	2	2052282452
2052290473	Triggered	5	 PureTone-5kHz	50	2	2052290473
2052293949	Triggered	1	 PureTone-5kHz	50	2	2052293949
2052296822	Triggered	4	 NoSound	50	2	2052296822
2052309188	Triggered	1	 PureTone-5kHz	50	2	2052309188
2052311931	Triggered	4	 NoSound	50	2	2052311931
2052322293	Triggered	1	 PureTone-5kHz	50	2	2052322293
2052324965	Triggered	4	 NoSound	50	2	2052324965
2052338130	Triggered	1	 PureTone-5kHz	50	2	2052338130
2052340671	Triggered	4	 NoSound	50	2	2052340671
2052353711	Triggered	1	 PureTone-5kHz	50	2	2052353711
2052357180	Triggered	5	 PureTone-5kHz	50	2	2052357180
2052359919	Triggered	2	 NoSound	50	2	2052359919
2052365474	Triggered	5	 PureTone-5kHz	50	2	2052365474
2052391736	Triggered	2	 NoSound	50	2	2052391736
2052398755	Triggered	5	 PureTone-5kHz	50	2	2052398755
2052406316	Triggered	1	 PureTone-5kHz	50	2	2052406316
2052413863	Triggered	8	 NoSound	50	2	2052413863
2052419141	Triggered	7	 NoSound	50	2	2052419141
2052420680	Triggered	6	 NoSound	50	2	2052420680
2052426298	Triggered	2	 NoSound	50	2	2052426298
2052431572	Triggered	5	 PureTone-5kHz	50	2	2052431572
2052434448	Triggered	8	 NoSound	50	2	2052434448
2052452227	Triggered	5	 PureTone-5kHz	50	2	2052452227
2052455635	Triggered	1	 PureTone-5kHz	50	2	2052455635
2052457776	Triggered	4	 NoSound	50	2	2052457776
2052464126	Triggered	1	 PureTone-5kHz	50	2	2052464126
2052467001	Triggered	4	 NoSound	50	2	2052467001
2052478233	Triggered	1	 PureTone-5kHz	50	2	2052478233
2052480903	Triggered	4	 NoSound	50	2	2052480903
2052485380	Triggered	1	 PureTone-5kHz	50	2	2052485380
2052487854	Triggered	6	 NoSound	50	2	2052487854
2052498217	Triggered	1	 PureTone-5kHz	50	2	2052498217
2052501294	Triggered	5	 PureTone-5kHz	50	2	2052501294
2052503968	Triggered	2	 NoSound	50	2	2052503968
2052511047	Triggered	5	 PureTone-5kHz	50	2	2052511047
2052513922	Triggered	2	 NoSound	50	2	2052513922
2052526227	Triggered	5	 PureTone-5kHz	50	2	2052526227
2052529162	Triggered	2	 NoSound	50	2	2052529162
2052535447	Triggered	5	 PureTone-5kHz	50	2	2052535447
2052538786	Triggered	8	 NoSound	50	2	2052538786
2052551287	Triggered	4	 NoSound	50	2	2052551287
2052555167	Triggered	5	 PureTone-5kHz	50	2	2052555167
2052558705	Triggered	1	 PureTone-5kHz	50	2	2052558705
2052561779	Triggered	4	 NoSound	50	2	2052561779
2052574150	Triggered	1	 PureTone-5kHz	50	2	2052574150
2052576887	Triggered	4	 NoSound	50	2	2052576887
2052595275	Triggered	1	 PureTone-5kHz	50	2	2052595275
2052598074	Triggered	4	 NoSound	50	2	2052598074
2052614856	Triggered	5	 PureTone-5kHz	50	2	2052614856
2052618260	Triggered	1	 PureTone-5kHz	50	2	2052618260
2052620933	Triggered	4	 NoSound	50	2	2052620933
2052635175	Triggered	1	 PureTone-5kHz	50	2	2052635175
2052639656	Triggered	5	 PureTone-5kHz	50	2	2052639656
