Ver1.2	963390110	StartFile	2/5/2020	3:00:04 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\020520\SoundData.txt	963390110
963652793	Triggered	6	 NoSound	50	2	963652793
963670639	Triggered	1	 Modulated Tone	25	2	963670639
963674182	Triggered	4	 NoSound	50	2	963674182
963680467	Triggered	1	 Modulated Tone	25	2	963680467
963683875	Triggered	6	 NoSound	50	2	963683875
963699448	Triggered	1	 Modulated Tone	25	2	963699448
963702723	Triggered	4	 NoSound	50	2	963702723
963709541	Triggered	1	 Modulated Tone	25	2	963709541
963713285	Triggered	6	 NoSound	50	2	963713285
963731136	Triggered	1	 Modulated Tone	25	2	963731136
963734540	Triggered	4	 NoSound	50	2	963734540
963739754	Triggered	1	 Modulated Tone	25	2	963739754
963744099	Triggered	6	 NoSound	50	2	963744099
963763289	Triggered	1	 Modulated Tone	25	2	963763289
963766958	Triggered	4	 NoSound	50	2	963766958
963773040	Triggered	1	 Modulated Tone	25	2	963773040
963776983	Triggered	6	 NoSound	50	2	963776983
963793762	Triggered	1	 Modulated Tone	25	2	963793762
963797437	Triggered	6	 NoSound	50	2	963797437
963814013	Triggered	1	 Modulated Tone	25	2	963814013
963817556	Triggered	6	 NoSound	50	2	963817556
963834935	Triggered	1	 Modulated Tone	25	2	963834935
963838609	Triggered	6	 NoSound	50	2	963838609
963854719	Triggered	1	 Modulated Tone	25	2	963854719
963859198	Triggered	5	 Modulated Tone	25	2	963859198
963862808	Triggered	2	 NoSound	50	2	963862808
963876785	Triggered	5	 Modulated Tone	25	2	963876785
963880052	Triggered	8	 NoSound	50	2	963880052
963887138	Triggered	5	 Modulated Tone	25	2	963887138
963890746	Triggered	2	 NoSound	50	2	963890746
963904453	Triggered	5	 Modulated Tone	25	2	963904453
963907924	Triggered	8	 NoSound	50	2	963907924
963915551	Triggered	5	 Modulated Tone	25	2	963915551
963919289	Triggered	2	 NoSound	50	2	963919289
963931855	Triggered	5	 Modulated Tone	25	2	963931855
963935397	Triggered	8	 NoSound	50	2	963935397
963942282	Triggered	5	 Modulated Tone	25	2	963942282
963946357	Triggered	2	 NoSound	50	2	963946357
963959057	Triggered	5	 Modulated Tone	25	2	963959057
963963602	Triggered	8	 NoSound	50	2	963963602
963970822	Triggered	5	 Modulated Tone	25	2	963970822
963974698	Triggered	2	 NoSound	50	2	963974698
963987131	Triggered	5	 Modulated Tone	25	2	963987131
