735509922	Thursday, January 21, 2021	11:49:02 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\012121\TrackData.txt	735509927	640 X 480
735497156	257	211
735497222	257	208
735497289	260	208
735497356	263	207
735497423	265	207
735497490	266	207
735497556	265	202
735497623	261	204
735497690	263	204
735497758	263	203
735497823	262	204
735497891	263	199
735497958	262	200
735498024	262	201
735498091	261	200
735498158	262	201
735498226	263	201
735498291	265	196
735498359	263	198
735498426	260	196
735498491	260	196
735498559	259	199
735498626	259	201
735498694	259	200
735498759	258	196
735498827	259	196
735498893	259	198
735498960	258	201
735499028	259	200
735499094	258	196
735499161	258	196
735499227	258	196
735499295	259	196
735499362	259	196
735499428	258	196
735499495	259	201
735499562	257	199
735499629	263	201
735499696	262	199
735499763	262	201
735499829	264	199
735499896	265	199
735499963	271	199
735500030	269	201
735500097	272	204
735500163	272	202
735500230	272	202
735500297	274	202
735500363	276	203
735500431	283	206
735500497	280	207
735500564	276	201
735500631	280	203
735500699	286	207
735500765	284	207
735500832	287	205
735500898	287	205
735500965	285	207
735501033	284	207
735501098	284	210
735501166	287	212
735501234	285	213
735501299	290	216
735501366	291	216
735501433	291	217
735501500	289	219
735501567	291	220
735501634	288	218
735501701	291	221
735501767	288	222
735501834	291	223
735501901	288	224
735501968	289	223
735502034	289	224
735502101	292	224
735502168	294	225
735502235	294	225
735502303	294	225
735502369	289	226
735502436	289	226
735502502	289	228
735502569	291	229
735502637	291	230
735502703	291	232
735502770	291	233
735502837	294	234
735502904	295	234
735502970	295	236
735503037	294	237
735503105	286	243
735503172	285	243
735503238	295	240
735503305	280	246
735503373	291	242
735503439	281	249
735503705	280	244
735505912	280	247
735505979	280	247
735506045	290	244
735506113	280	247
735506180	280	247
735506246	290	244
735506312	280	247
735506380	291	245
735506447	280	247
735506514	280	247
735506580	281	249
735506648	291	246
735506714	290	246
735506781	280	247
735506848	280	247
735506914	285	248
735506981	280	247
735507049	280	247
735507115	280	247
735507181	290	245
735507249	281	249
735507315	280	247
735507382	280	247
735507449	280	247
735507517	280	247
735507583	280	249
735507649	284	247
735507717	289	244
735507784	282	249
735507851	280	247
735507917	280	247
735507984	287	249
735508051	291	245
735508117	280	247
735508184	291	246
735508252	280	247
735508320	289	245
735508388	290	246
735508453	287	247
735508520	280	247
735508586	280	247
735508653	291	245
735508720	282	249
735508787	291	245
735508852	291	246
735508920	288	244
735508988	291	246
735509055	280	247
735509120	287	249
735509188	280	247
735509254	290	245
735509320	288	244
735509387	291	245
735509455	291	245
735509522	280	247
735509588	280	247
735509655	290	246
735509722	281	247
735509789	280	247
735509855	290	246
735509922	281	247
735540597	289	244
735540669	292	232
735540737	295	232
735540803	294	234
735540869	295	234
735540937	292	234
735541004	295	235
735541070	294	235
735541137	295	236
735541205	295	236
735541271	295	237
735541337	295	236
735541405	295	237
735541471	292	235
735541538	295	237
735541605	295	236
735541673	292	237
735541739	294	237
735541807	294	237
735541873	295	236
735541941	295	235
735542006	292	237
735542072	294	237
735542140	294	237
735542208	295	237
735542273	295	237
735542341	294	240
735542408	294	240
735542474	295	240
735542541	288	245
735542609	285	249
735542743	285	249
735542808	291	245
735542875	291	245
735542943	291	245
735543008	290	242
735543076	280	248
735543143	288	242
735543210	289	243
735543277	290	243
735543344	288	243
735543410	288	242
735543476	289	241
735543544	288	241
735543611	289	241
735543677	289	241
735543744	288	241
735543811	289	241
735543878	290	241
735543944	288	241
735544011	291	242
735544078	290	243
735544145	288	241
735544212	288	241
735544279	288	241
735544346	289	241
735544413	291	242
735544480	290	243
735544616	288	241
735544681	291	243
735544747	288	241
735544814	291	243
735544880	288	241
735544947	289	241
735545014	289	241
735545082	291	243
735545147	289	241
735545215	291	243
735545281	290	242
735545348	289	241
735545415	288	241
735545482	288	241
735545549	288	241
735545616	289	241
735545683	291	243
735545749	289	242
735545815	289	241
735545883	291	243
735545951	290	242
735546016	288	241
735546083	291	243
735546150	288	241
735546219	290	242
735546283	288	241
735546351	288	241
735546418	290	242
735546485	289	241
735546552	288	241
735546618	291	243
735546686	291	241
735546752	288	241
735546819	289	241
735546885	288	241
735546951	290	243
735547020	288	241
735547087	288	241
735547153	289	241
735547219	290	241
735547286	290	243
735547354	288	241
735547420	290	242
735547487	288	242
735547554	288	241
735547621	291	242
735547687	288	241
735547754	288	241
735547822	290	243
735547887	288	241
735547955	288	241
735548022	288	241
735548089	291	243
735548155	290	242
735548223	291	243
735548290	291	243
735548356	291	243
735548422	290	243
735548490	289	241
735548556	290	242
735548625	290	241
735548691	290	243
735548757	289	241
735548825	291	242
735548890	288	241
735548958	290	243
735549024	289	241
735549091	288	241
735549158	289	241
735549225	290	243
735549293	289	242
735549358	288	242
735549426	289	241
735549493	288	241
735549559	289	241
735549626	290	243
735549693	289	241
735549760	290	242
735549826	288	241
735549893	289	243
735549961	290	242
735550027	290	243
735550094	288	241
735550160	288	241
735550229	289	241
735550295	288	241
735550361	288	241
735550428	290	242
735550495	291	243
735550561	291	243
735550628	288	241
735550696	288	241
735550762	288	241
735550829	291	243
735550897	288	241
735550962	288	241
735551029	288	241
735551096	289	241
735551164	289	242
735551230	291	243
735551297	291	242
735551364	289	241
735551430	290	242
735551497	291	243
735551565	289	241
735551633	288	241
735551698	291	243
735551765	291	243
735551832	290	241
735551898	288	241
735551965	288	241
735552032	288	241
735552099	290	241
735552166	289	241
735552234	291	243
735552301	288	241
735552366	288	241
735552433	288	241
735552500	289	242
735552567	291	243
735552634	290	242
735552700	289	241
735552768	288	241
735552834	288	241
735552901	289	241
735552968	288	242
735553037	291	243
735553101	289	241
735553169	288	241
735553236	288	241
735553302	289	242
735553369	291	243
735553436	281	249
735553504	283	249
735553569	280	249
735553638	280	247
735553704	287	244
735553769	282	249
735553837	282	249
735553904	280	249
735553971	276	247
735554037	283	247
735554104	276	251
735554172	277	252
735554239	277	252
735554305	277	252
735554371	272	249
735554440	274	249
735554506	272	249
735554572	276	249
735554639	273	248
735554706	275	249
735554772	275	248
735554840	275	248
735554907	275	247
735554973	272	247
735555040	272	247
735555107	272	247
735555175	273	248
735555240	273	248
735555307	273	248
735555374	269	249
735555441	268	249
735555507	268	249
735555576	269	247
735555642	270	248
735555708	270	249
735555775	269	247
735555842	268	251
735555909	266	249
735555976	267	247
735556043	265	249
735556110	266	252
735556176	264	251
735556244	266	252
735556310	265	255
735556377	261	253
735556445	267	253
735556511	268	255
735556578	264	258
735556643	275	255
735556712	275	255
735556779	275	255
735556844	279	252
735556913	278	252
735556978	278	252
735557046	279	252
735557112	278	250
735557179	282	251
735557248	282	252
735557313	282	251
735557380	282	251
735557446	282	251
735557515	282	251
735557580	282	251
735557646	278	250
735557714	278	251
735557781	278	250
735557847	277	250
735557914	279	252
735557982	279	251
735558047	277	250
735558115	278	250
735558182	276	250
735558248	276	250
735558315	276	250
735558383	278	250
735558449	279	251
735558515	276	250
735558582	279	251
735558649	279	251
735558716	279	251
735558783	279	251
735558850	279	251
735558917	279	251
735558983	277	250
735559051	278	251
735559118	279	251
735559186	278	252
735559251	279	251
735559319	277	250
735559385	278	250
735559451	277	250
735559518	279	251
735559585	279	251
735559652	276	250
735559719	279	251
735559787	279	251
735559854	279	250
735559919	279	249
735559986	276	248
735560053	279	248
735560121	278	247
735560187	279	248
735560254	276	247
735560321	279	248
735560387	277	247
735560454	279	248
735560521	278	248
735560588	277	248
735560654	277	247
735560722	276	247
735560788	279	247
735560855	276	247
735560922	279	248
735560989	278	247
735561056	278	247
735561123	277	247
735561189	278	247
735561257	282	246
735561323	282	246
735561390	282	246
735561457	279	247
735561524	279	247
735561590	279	247
735561657	282	246
735561724	279	247
735561790	278	247
735561857	278	247
735561925	276	247
735561992	278	245
735562058	278	247
735562125	279	248
735562192	276	246
735562259	279	248
735562326	282	246
735562393	278	247
735562460	276	247
735562526	279	248
735562593	279	249
735562660	277	247
735562727	278	247
735562793	276	247
735562861	279	249
735562928	273	247
735562993	272	249
735563061	264	255
735563128	269	247
735563194	272	245
735563261	274	244
735563328	276	242
735563396	273	241
735563461	272	243
735563529	269	243
735563597	268	241
735563662	267	244
735563730	264	243
735563796	262	249
735563863	262	240
735563929	262	240
735563996	263	237
735564064	263	238
735564129	264	243
735564197	269	239
735564264	271	237
735564331	274	237
735564398	275	236
735564464	276	235
735564532	283	237
735564598	280	237
735564665	283	239
735564732	283	237
735564799	283	236
735564866	281	234
735564933	283	226
735565000	286	232
735565066	284	234
735565133	284	231
735565200	283	221
735565267	282	221
735565334	281	222
735565400	281	217
735565467	280	217
735565534	280	219
735565600	278	219
735565668	283	218
735565735	281	219
735565801	282	217
735565868	281	218
735565937	283	217
735566002	282	217
735566069	283	217
735566136	283	217
735566203	283	219
735566269	283	217
735566337	282	217
735566403	284	222
735566471	283	218
735566536	283	217
735566603	282	219
735566671	280	221
735566736	282	217
735566804	282	217
735566871	282	217
735566938	282	217
735567004	282	219
735567071	282	217
735567139	282	217
735567204	283	218
735567272	282	219
735567338	283	218
735567406	282	217
735567473	281	217
735567540	282	217
735567606	282	217
735567673	281	219
735567739	282	217
735567807	282	217
735567874	282	217
735567942	283	218
735568007	282	219
735568074	282	217
735568141	282	217
735568208	283	218
735568275	282	219
735568343	282	217
735568408	282	219
735568476	282	217
735568542	284	220
735568609	282	217
735568675	282	217
735568742	282	217
735568810	282	217
735568876	282	217
735568943	282	217
735569011	283	218
735569076	282	217
735569144	283	218
735569210	282	217
735569278	282	217
735569344	283	218
735569410	283	222
735569478	282	218
735569544	282	217
735569611	282	217
735569679	282	217
735569746	282	217
735569811	282	217
735569879	282	217
735569946	282	217
735570013	282	217
735570079	286	222
735570146	283	218
735570214	283	218
735570279	282	217
735570348	282	217
735570413	283	218
735570480	282	217
735570547	282	217
735570614	282	219
735570685	283	218
735570748	282	217
735570814	281	221
735570885	282	218
735570949	281	217
735571015	281	217
735571085	281	221
735571149	282	217
735571215	283	218
735571282	281	220
735571350	282	217
735571417	281	217
735571482	282	222
735571551	281	217
735571617	282	217
735571683	283	218
735571750	282	217
735571817	281	221
735571886	282	217
735571952	283	218
735572019	281	217
735572085	281	217
735572151	281	217
735572220	283	218
735572288	282	217
735572353	281	217
735572419	282	217
735572485	282	217
735572553	283	218
735572618	283	218
735572686	283	218
735572753	287	220
735572821	282	217
735572888	281	221
735572954	282	222
735573020	283	218
735573086	281	217
735573155	282	217
735573221	282	217
735573288	283	221
735573354	283	218
735573421	282	221
735573488	282	217
735573555	280	221
735573622	282	217
735573692	280	221
735573759	282	217
735573822	282	217
735573889	281	217
735573958	282	217
735574023	282	217
735574090	281	217
735574157	281	219
735574225	283	218
735574292	280	221
735574360	283	218
735574425	282	221
735574490	281	217
735574558	283	218
735574625	282	217
735574693	283	218
735574760	282	217
735574826	282	217
735574892	282	217
735574958	283	218
735575026	282	217
735575092	283	218
735575159	281	217
735575226	281	217
735575292	282	220
735575360	280	221
735575427	281	217
735575494	281	217
735575560	282	221
735575628	281	220
735575694	281	217
735575761	283	218
735575827	283	218
735575894	280	221
735575961	280	221
735576028	281	220
735576095	281	217
735576161	281	217
735576229	280	221
735576296	283	218
735576364	281	221
735576429	281	222
735576496	281	222
735576564	280	221
735576629	281	219
735576697	281	222
735576766	281	221
735576832	280	221
735576896	283	221
735576964	282	220
735577031	281	222
735577099	282	222
735577164	281	217
735577233	281	220
735577300	281	220
735577365	283	218
735577432	280	220
735577500	283	220
735577568	280	221
735577633	281	217
735577705	280	221
735577766	280	221
735577834	281	222
735577900	281	220
735577966	281	217
735578032	281	221
735578100	280	221
735578167	280	221
735578234	281	220
735578302	283	220
735578368	281	220
735578436	282	221
735578502	281	217
735578569	281	222
735578635	280	221
735578703	281	220
735578769	281	220
735578838	281	220
735578904	280	221
735578969	282	220
735579036	282	220
735579103	281	220
735579170	281	222
735579237	281	220
735579303	281	222
735579371	281	217
735579436	282	221
735579504	281	222
735579571	281	222
735579638	283	218
735579704	281	222
735579771	280	220
735579839	282	221
735579905	281	220
735579971	282	220
735580039	280	221
735580106	280	221
735580172	281	217
735580239	280	221
735580307	281	222
735580373	281	220
735580440	280	221
735580506	281	222
735580574	281	220
735580640	281	220
735580707	280	220
735580774	280	221
735580840	282	221
735580907	281	221
735580975	283	218
735581041	282	218
735581107	281	222
735581175	280	221
735581242	282	220
735581308	280	221
735581375	280	217
735581510	282	222
735581576	281	220
735581644	282	217
735581710	281	219
735581776	280	218
735581843	281	216
735581911	280	214
735581978	279	213
735582044	277	213
735582111	272	211
735582177	275	216
735582244	273	216
735582311	273	214
735582378	275	216
735582447	274	216
735582512	275	214
735582580	274	215
735582649	274	212
735582714	274	216
735582780	275	215
735582848	274	214
735582915	272	214
735582983	275	215
735583047	275	215
735583113	275	216
735583181	275	214
735583247	272	214
735583314	272	214
735583381	271	218
735583447	263	221
735583514	261	222
735583582	262	220
735583649	260	222
735583715	259	223
735583781	259	223
735583851	259	223
735583915	258	225
735583984	256	225
735584051	256	225
735584116	256	225
735584183	256	225
735584252	253	226
735584321	254	226
735584383	254	231
735584451	252	230
735584517	252	229
735584584	255	231
735584650	254	231
735584717	252	231
735584784	253	231
735584850	255	233
735584917	252	230
735584986	252	230
735585052	252	231
735585118	254	233
735585186	252	231
735585253	254	234
735585319	252	233
735585386	253	231
735585452	253	233
735585520	253	233
735585586	254	234
735585654	252	231
735585720	252	229
735585786	254	231
735585853	252	231
735585920	253	231
735585988	252	229
735586054	252	231
735586121	253	231
735586189	253	231
735586254	252	231
735586322	252	231
735586388	253	231
735586456	252	231
735586522	252	231
735586589	252	231
735586656	252	231
735586723	252	231
735586789	254	231
735586856	252	231
735586923	252	231
735586989	252	231
735587058	253	231
735587124	252	229
735587190	253	231
735587257	249	232
735587324	252	231
735587392	250	233
735587457	252	231
735587524	252	231
735587592	252	231
735587658	252	231
735587725	252	231
735587792	252	229
735587860	252	231
735587925	253	231
735587992	252	231
735588059	252	231
735588126	253	231
735588192	253	231
735588260	252	231
735588327	252	229
735588393	252	231
735588461	252	229
735588527	253	231
735588596	252	231
735588661	252	231
735588728	252	231
735588795	252	231
735588861	252	231
735588928	254	229
735588995	252	229
735589062	253	231
735589128	252	229
735589196	252	231
735589263	252	231
735589329	252	231
735589397	252	231
735589464	252	231
735589530	252	231
735589597	252	231
735589663	252	231
735589731	252	229
735589797	252	231
735589864	252	231
735589931	252	231
735589998	252	231
735590065	253	234
735590131	252	231
735590198	253	234
735590265	252	233
735590332	254	234
735590400	254	234
735590466	254	230
735590532	254	234
735590599	254	234
735590667	253	234
735590733	254	234
735590800	252	233
735590867	254	234
735590934	254	234
735591000	253	233
735591068	254	234
735591134	254	234
735591200	253	233
735591267	254	234
735591334	252	233
735591403	254	234
735591468	252	233
735591535	252	234
735591604	252	234
735591669	252	233
735591736	252	234
735591803	254	234
735591870	252	234
735591936	252	234
735592004	252	234
735592070	254	236
735592136	252	237
735592203	252	237
735592271	254	240
