Ver1.3	2285613507	StartFile	2/8/2021	10:24:06 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\020821\SoundData.txt	2285613507
2286103052	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2286103052
2286103266	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	2286103266
2286104215	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	2286104215
2286104648	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	2286104648
2286105187	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	2286105187
2286105833	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	2286105833
2286115993	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2286115993
2286116193	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2286116193
2286132892	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286132892
2286133096	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286133096
2286147273	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286147273
2286150882	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286150882
2286151086	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286151086
2286162615	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286162615
2286166526	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286166526
2286166729	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286166729
2286177958	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286177958
2286178172	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	2286178172
2286180846	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286180846
2286181047	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286181047
2286191975	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286191975
2286192181	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	2286192181
2286195044	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286195044
2286195248	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286195248
2286207016	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286207016
2286207220	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	2286207220
2286210025	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286210025
2286210228	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286210228
2286222059	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286222059
2286222264	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	2286222264
2286224946	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286224946
2286225149	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286225149
2286236438	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286236438
2286236652	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	2286236652
2286239446	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286239446
2286239650	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286239650
2286250817	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286250817
2286251022	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	2286251022
2286254006	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286254006
2286254218	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286254218
2286266040	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286266040
2286266244	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	2286266244
2286269288	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286269288
2286269491	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286269491
2286282225	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286282225
2286282429	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	2286282429
2286285232	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286285232
2286285435	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286285435
2286296665	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286296665
2286296870	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	2286296870
2286299553	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286299553
2286299756	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286299756
2286311110	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286311110
2286311313	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	2286311313
2286314114	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286314114
2286314316	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286314316
2286324822	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286324822
2286325025	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	2286325025
2286328131	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286328131
2286328333	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286328333
2286338839	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286338839
2286339041	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	2286339041
2286341848	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286341848
2286342051	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286342051
2286355390	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286355390
2286355592	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	2286355592
2286358454	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286358454
2286358666	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	2286358666
2286375602	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2286375602
2286375805	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	2286375805
2286379452	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2286379452
