Ver1.3	667012511	StartFile	11/18/2020	11:47:29 AM	E:\BehavioralExperiments\Bobo\RawData\111820\SoundData.txt	667012511
668061069	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	668061069
668061271	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	668061271
668095090	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	668095090
668177639	Triggered	4,42,43,44,45,46,	 NoSound	40	2	668177639
668177841	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	668177841
668235791	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	668235791
668896512	Triggered	6,47,48,49,50,51,	 NoSound	40	2	668896512
668896713	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	668896713
668923049	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	668923049
668941496	Triggered	4,42,43,44,45,46,	 NoSound	40	2	668941496
668941699	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	668941699
668961482	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	668961482
668968967	Triggered	4,42,43,44,45,46,	 NoSound	40	2	668968967
668969169	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	668969169
668984210	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	668984210
668984414	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	668984414
668989695	Triggered	6,47,48,49,50,51,	 NoSound	40	2	668989695
668989896	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	668989896
669000518	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	669000518
669000721	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	669000721
669007135	Triggered	6,47,48,49,50,51,	 NoSound	40	2	669007135
669007336	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	669007336
669016966	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	669016966
669017170	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	669017170
669022775	Triggered	6,47,48,49,50,51,	 NoSound	40	2	669022775
669022975	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	669022975
669032674	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	669032674
669032878	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	669032878
669038483	Triggered	6,47,48,49,50,51,	 NoSound	40	2	669038483
669038684	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	669038684
669048648	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	669048648
669048853	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	669048853
669055140	Triggered	6,47,48,49,50,51,	 NoSound	40	2	669055140
669055341	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	669055341
669065625	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	669065625
