Ver1.3	1195823954	StartFile	11/4/2020	12:14:15 PM	E:\BehavioralExperiments\Bobo\RawData\110420\SoundData.txt	1195823954
1198917165	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1198917165
1198928061	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1198928061
1198928273	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1198928273
1198958207	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1198958207
1198966695	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1198966695
1198966895	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1198966895
1199034006	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1199034006
1199034209	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1199034209
1199055060	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1199055060
1199055260	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1199055260
1199066889	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1199066889
1199067092	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1199067092
1199074509	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1199074509
1199074710	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1199074710
1199088219	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1199088219
1199088422	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1199088422
1199094026	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1199094026
1199094228	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1199094228
1199158060	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1199158060
1199158262	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1199158262
1199177579	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1199177579
1199177779	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1199177779
1199188873	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1199188873
1199189087	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1199189087
1199193554	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1199193554
1199193755	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1199193755
1199213137	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1199213137
1199213339	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1199213339
1199217884	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1199217884
1199218086	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1199218086
1199244418	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1199244418
1199244619	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1199244619
1199268147	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199268147
1199317408	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1199317408
1199317609	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1199317609
1199327985	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199327985
1199336257	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1199336257
1199336458	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1199336458
1199348290	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199348290
1199364330	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1199364330
1199364532	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1199364532
1199378434	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199378434
1199383982	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1199383982
1199384185	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1199384185
1199401827	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199401827
1199402031	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1199402031
1199410918	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1199410918
1199411120	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1199411120
1199437656	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199437656
1199437859	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1199437859
1199443404	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1199443404
1199443605	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1199443605
1199466999	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199466999
1199467201	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1199467201
1199473282	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1199473282
1199473483	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1199473483
1199483175	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199483175
1199483377	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1199483377
1199489391	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1199489391
1199489608	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1199489608
1199504764	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199504764
1199504966	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1199504966
1199510915	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1199510915
1199511116	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1199511116
1199527355	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199527355
1199527556	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1199527556
1199534909	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1199534909
1199535111	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1199535111
1199555630	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1199555630
1199555831	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1199555831
1199620733	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1199620733
1199625679	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1199625679
1199625881	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1199625881
1199647869	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1199647869
1199651220	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1199651220
1199651421	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1199651421
1200018636	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1200018636
1200035547	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1200035547
1200035748	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1200035748
1200055065	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1200055065
1200064562	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1200064562
1200064763	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1200064763
1200077255	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1200077255
1200077457	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1200077457
1200082402	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1200082402
1200082604	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1200082604
1200095903	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1200095903
1200096108	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1200096108
1200102253	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1200102253
1200102454	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1200102454
1200116557	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1200116557
1200116759	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1200116759
1200123049	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1200123049
1200123251	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1200123251
1200138350	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1200138350
1200138551	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1200138551
1200147437	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1200147437
1200147640	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1200147640
1200162944	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1200162944
1200163147	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1200163147
1200168494	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1200168494
1200168696	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1200168696
1200179792	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1200179792
1200179995	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1200179995
1200185538	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1200185538
1200185740	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1200185740
1200196566	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1200196566
1200196768	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1200196768
1200212741	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1200212741
1200219426	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1200219426
1200219627	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1200219627
1200358387	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1200358387
1200373895	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1200373895
1200374095	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1200374095
1200773068	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1200773068
1200797598	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1200797598
1200797800	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1200797800
1200875073	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1200875073
1200881483	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1200881483
1200881696	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1200881696
