Wednesday, August 12, 2020	11:03:31 AM	Game1.txt	1551552315
Cued	Now	1551574761
9	BlinkStart	1551574878
9	BlinkEnd	1551612981
23,5	BlinkStart	1551613067
23,5	BlinkEnd	1551621912
5	0DropFeed	1551621993
23	NoFeedAbort	1551622073
1	BlinkStart	1551632091
1	BlinkEnd	1551642100
1	NoFeedLowProb	1551642181
4,43	BlinkStart	1551642188
4,43	BlinkEnd	1551645843
4	Feed	1551645923
43	Feed	1551646003
16,1	BlinkStart	1551646091
16,1	BlinkEnd	1551661752
1	0DropFeed	1551661832
16	Feed	1551661912
4,43,6,47	BlinkStart	1551662025
4,43,6,47	BlinkEnd	1551664691
4	Feed	1551664771
43	Feed	1551664851
15,1	BlinkStart	1551664938
15,1	BlinkEnd	1551679797
1	0DropFeed	1551679877
15	NoFeedAbort	1551679958
5	BlinkStart	1551689974
5	BlinkEnd	1551691161
5	NoFeedLowProb	1551691241
2,37	BlinkStart	1551691248
2,37	BlinkEnd	1551694702
2	Feed	1551694782
37	Feed	1551694863
30,5	BlinkStart	1551694952
30,5	BlinkEnd	1551705197
5	0DropFeed	1551705277
30	Feed	1551705357
2,37,8	BlinkStart	1551705450
2,37,8	BlinkEnd	1551708805
8	0DropFeed	1551708885
29,5	BlinkStart	1551708981
29,5	BlinkEnd	1551715223
5	0DropFeed	1551715303
29	Feed	1551715384
2,37,8	BlinkStart	1551715490
2,37,8	BlinkEnd	1551719099
2	Feed	1551719180
37	Feed	1551719260
28,5	BlinkStart	1551719354
28,5	BlinkEnd	1551730061
5	0DropFeed	1551730141
28	Feed	1551730221
2,37,8	BlinkStart	1551730320
2,37,8	BlinkEnd	1551734139
2	Feed	1551734219
37	Feed	1551734299
27,5	BlinkStart	1551734400
27,5	BlinkEnd	1551744297
5	0DropFeed	1551744377
27	Feed	1551744458
2,37,8	BlinkStart	1551744554
2,37,8	BlinkEnd	1551747840
2	Feed	1551747920
37	Feed	1551748000
26,5	BlinkStart	1551748101
26,5	BlinkEnd	1551755995
5	0DropFeed	1551756075
26	Feed	1551756155
2,37,8	BlinkStart	1551756273
2,37,8	BlinkEnd	1551759805
8	0DropFeed	1551759885
25,5	BlinkStart	1551759986
25,5	BlinkEnd	1551764952
5	0DropFeed	1551765032
25	Feed	1551765113
2,37,8	BlinkStart	1551765207
2,37,8	BlinkEnd	1551768562
2	Feed	1551768642
37	Feed	1551768723
23,5	BlinkStart	1551768810
23,5	BlinkEnd	1551778253
5	0DropFeed	1551778333
23	NoFeedAbort	1551778413
1	BlinkStart	1551788428
1	BlinkEnd	1551790284
1	NoFeedLowProb	1551790364
6,47	BlinkStart	1551790416
6,47	BlinkEnd	1551793894
6	Feed	1551793974
47	Feed	1551794055
16,1	BlinkStart	1551794143
16,1	BlinkEnd	1551802651
1	0DropFeed	1551802731
16	Feed	1551802811
6,47,4,43	BlinkStart	1551802898
6,47,4,43	BlinkEnd	1551806259
4	Feed	1551806340
43	Feed	1551806420
15,1	BlinkStart	1551806522
15,1	BlinkEnd	1551820697
1	0DropFeed	1551820777
15	NoFeedAbort	1551820857
5	BlinkStart	1551830864
5	BlinkEnd	1551832328
5	NoFeedLowProb	1551832408
8,52	BlinkStart	1551832424
8,52	BlinkEnd	1551835201
8	Feed	1551835281
52	Feed	1551835361
30,5	BlinkStart	1551835503
30,5	BlinkEnd	1551843297
5	0DropFeed	1551843377
30	Feed	1551843457
8,52,2	BlinkStart	1551843631
8,52,2	BlinkEnd	1551845962
8	Feed	1551846042
52	Feed	1551846122
29,5	BlinkStart	1551846260
29,5	BlinkEnd	1551854190
5	0DropFeed	1551854270
29	Feed	1551854350
8,52,2	BlinkStart	1551854518
8,52,2	BlinkEnd	1551856995
8	Feed	1551857076
52	Feed	1551857156
28,5	BlinkStart	1551857306
28,5	BlinkEnd	1551866616
5	0DropFeed	1551866696
28	Feed	1551866776
8,52,2	BlinkStart	1551866921
8,52,2	BlinkEnd	1551869824
8	Feed	1551869904
52	Feed	1551869985
27,5	BlinkStart	1551870145
27,5	BlinkEnd	1551878514
5	0DropFeed	1551878594
27	Feed	1551878674
8,52,2	BlinkStart	1551878839
8,52,2	BlinkEnd	1551881189
8	Feed	1551881269
52	Feed	1551881349
26,5	BlinkStart	1551881524
26,5	BlinkEnd	1551888540
5	0DropFeed	1551888620
26	Feed	1551888700
8,52,2	BlinkStart	1551888863
8,52,2	BlinkEnd	1551891624
8	Feed	1551891704
52	Feed	1551891784
25,5	BlinkStart	1551891951
25,5	BlinkEnd	1551899234
5	0DropFeed	1551899314
25	Feed	1551899394
8,52,2	BlinkStart	1551899557
8,52,2	BlinkEnd	1551902243
8	Feed	1551902324
52	Feed	1551902405
23,5	BlinkStart	1551902570
23,5	BlinkEnd	1551911267
5	0DropFeed	1551911347
23	NoFeedAbort	1551911427
1	BlinkStart	1551921487
1	BlinkEnd	1551925369
1	NoFeedLowProb	1551925449
6,48	BlinkStart	1551925550
6,48	BlinkEnd	1551933858
6	Feed	1551933938
48	Feed	1551934018
16,1	BlinkStart	1551934162
16,1	BlinkEnd	1551947093
1	0DropFeed	1551947173
16	Feed	1551947254
6,48,4,42	BlinkStart	1551947413
6,48,4,42	BlinkEnd	1551949967
4	Feed	1551950047
42	Feed	1551950127
15,1	BlinkStart	1551950296
15,1	BlinkEnd	1551963553
1	0DropFeed	1551963634
15	NoFeedAbort	1551963714
5	BlinkStart	1551973788
5	BlinkEnd	1551975306
5	NoFeedLowProb	1551975386
8,52	BlinkStart	1551975455
8,52	BlinkEnd	1551978041
8	Feed	1551978121
52	Feed	1551978201
30,5	BlinkStart	1551978346
30,5	BlinkEnd	1551988668
5	0DropFeed	1551988748
30	Feed	1551988828
8,52,2,38	BlinkStart	1551989011
8,52,2,38	BlinkEnd	1551991474
8	Feed	1551991555
52	Feed	1551991636
29,5	BlinkStart	1551991804
29,5	BlinkEnd	1552001233
5	0DropFeed	1552001313
29	Feed	1552001394
8,52,2,38	BlinkStart	1552001567
8,52,2,38	BlinkEnd	1552003840
8	Feed	1552003920
52	Feed	1552004000
28,5	BlinkStart	1552004157
28,5	BlinkEnd	1552011328
5	0DropFeed	1552011408
28	Feed	1552011488
8,52,2,38	BlinkStart	1552011668
8,52,2,38	BlinkEnd	1552014200
8	Feed	1552014280
52	Feed	1552014360
27,5	BlinkStart	1552014519
27,5	BlinkEnd	1552022222
5	0DropFeed	1552022302
27	Feed	1552022382
8,52,2,38	BlinkStart	1552022561
8,52,2,38	BlinkEnd	1552024896
8	Feed	1552024976
52	Feed	1552025056
26,5	BlinkStart	1552025197
26,5	BlinkEnd	1552033585
5	0DropFeed	1552033665
26	Feed	1552033745
8,52,2,38	BlinkStart	1552033919
8,52,2,38	BlinkEnd	1552036392
8	Feed	1552036473
52	Feed	1552036554
25,5	BlinkStart	1552036719
25,5	BlinkEnd	1552044280
5	0DropFeed	1552044360
25	Feed	1552044440
8,52,2,38	BlinkStart	1552044605
8,52,2,38	BlinkEnd	1552047354
8	Feed	1552047434
52	Feed	1552047514
23,5	BlinkStart	1552047661
23,5	BlinkEnd	1552057046
5	0DropFeed	1552057126
23	NoFeedAbort	1552057206
1	BlinkStart	1552067273
1	BlinkEnd	1552077031
1	NoFeedLowProb	1552077111
6,48	BlinkStart	1552077211
6,48	BlinkEnd	1552080106
6	Feed	1552080186
48	Feed	1552080266
16,1	BlinkStart	1552080423
16,1	BlinkEnd	1552089731
1	0DropFeed	1552089811
16	Feed	1552089891
6,48,4,44	BlinkStart	1552090092
6,48,4,44	BlinkEnd	1552092404
4	Feed	1552092484
44	Feed	1552092564
15,1	BlinkStart	1552092734
15,1	BlinkEnd	1552106910
1	0DropFeed	1552106990
15	NoFeedAbort	1552107070
5	BlinkStart	1552117131
5	BlinkEnd	1552119208
5	NoFeedLowProb	1552119288
8,53	BlinkStart	1552119405
8,53	BlinkEnd	1552122082
8	Feed	1552122162
53	Feed	1552122242
30,5	BlinkStart	1552122406
30,5	BlinkEnd	1552133980
5	0DropFeed	1552134060
30	Feed	1552134140
8,53,2,39	BlinkStart	1552134321
8,53,2,39	BlinkEnd	1552136453
8	Feed	1552136533
53	Feed	1552136614
29,5	BlinkStart	1552136774
29,5	BlinkEnd	1552147683
5	0DropFeed	1552147763
29	Feed	1552147843
8,53,2,39	BlinkStart	1552147997
8,53,2,39	BlinkEnd	1552150489
8	Feed	1552150569
53	Feed	1552150649
28,5	BlinkStart	1552150792
28,5	BlinkEnd	1552162320
5	0DropFeed	1552162400
28	Feed	1552162481
8,53,2,39	BlinkStart	1552162683
8,53,2,39	BlinkEnd	1552165262
8	Feed	1552165342
53	Feed	1552165423
27,5	BlinkStart	1552165569
27,5	BlinkEnd	1552177827
5	0DropFeed	1552177907
27	Feed	1552177987
8,53,2,39	BlinkStart	1552178152
8,53,2,39	BlinkEnd	1552180568
8	Feed	1552180648
53	Feed	1552180728
26,5	BlinkStart	1552180912
26,5	BlinkEnd	1552192467
5	0DropFeed	1552192547
26	Feed	1552192627
8,53,2,39	BlinkStart	1552192800
8,53,2,39	BlinkEnd	1552195340
8	Feed	1552195420
53	Feed	1552195500
25,5	BlinkStart	1552195660
25,5	BlinkEnd	1552207972
5	0DropFeed	1552208052
25	Feed	1552208132
8,53,2,39	BlinkStart	1552208301
8,53,2,39	BlinkEnd	1552210916
8	Feed	1552210996
53	Feed	1552211077
23,5	BlinkStart	1552211260
23,5	BlinkEnd	1552224081
5	0DropFeed	1552224161
23	NoFeedAbort	1552224241
1	BlinkStart	1552234306
1	BlinkEnd	1552235791
1	NoFeedLowProb	1552235871
6,47	BlinkStart	1552235949
6,47	BlinkEnd	1552238921
6	Feed	1552239001
47	Feed	1552239081
16,1	BlinkStart	1552239241
16,1	BlinkEnd	1552245343
1	0DropFeed	1552245423
16	Feed	1552245503
6,47,4	BlinkStart	1552245652
6,47,4	BlinkEnd	1552248144
4	0DropFeed	1552248224
15,1	BlinkStart	1552248367
15,1	BlinkEnd	1552253959
1	0DropFeed	1552254040
15	NoFeedAbort	1552254120
5	BlinkStart	1552264184
5	BlinkEnd	1552265123
5	NoFeedLowProb	1552265203
2,37	BlinkStart	1552265306
2,37	BlinkEnd	1552268530
2	Feed	1552268610
37	Feed	1552268690
30,5	BlinkStart	1552268845
30,5	BlinkEnd	1552277153
5	0DropFeed	1552277234
30	Feed	1552277314
2,37,8,53	BlinkStart	1552277486
2,37,8,53	BlinkEnd	1552279827
