Ver1.2	1629370844	StartFile	4/1/2020	3:10:26 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\040120\SoundData.txt	1629370844
1629670917	Triggered	6	 NoSound	50	2	1629670917
1629676800	Triggered	5	 PureTone-5kHz	50	2	1629676800
1629680679	Triggered	2	 NoSound	50	2	1629680679
1629698192	Triggered	5	 PureTone-5kHz	50	2	1629698192
1629701401	Triggered	2	 NoSound	50	2	1629701401
1629715574	Triggered	5	 PureTone-5kHz	50	2	1629715574
1629718909	Triggered	2	 NoSound	50	2	1629718909
1629735693	Triggered	5	 PureTone-5kHz	50	2	1629735693
1629738695	Triggered	2	 NoSound	50	2	1629738695
1629752263	Triggered	5	 PureTone-5kHz	50	2	1629752263
1629755872	Triggered	1	 PureTone-5kHz	50	2	1629755872
1629759218	Triggered	4	 NoSound	50	2	1629759218
1629764762	Triggered	1	 PureTone-5kHz	50	2	1629764762
1629770852	Triggered	5	 PureTone-5kHz	50	2	1629770852
1629775523	Triggered	4	 NoSound	50	2	1629775523
1629780605	Triggered	1	 PureTone-5kHz	50	2	1629780605
1629789828	Triggered	6	 NoSound	50	2	1629789828
1629793641	Triggered	7	 NoSound	50	2	1629793641
1629798317	Triggered	4	 NoSound	50	2	1629798317
1629802865	Triggered	1	 PureTone-5kHz	50	2	1629802865
1629806878	Triggered	6	 NoSound	50	2	1629806878
1629819638	Triggered	1	 PureTone-5kHz	50	2	1629819638
1629823926	Triggered	5	 PureTone-5kHz	50	2	1629823926
1629826992	Triggered	2	 NoSound	50	2	1629826992
1629833146	Triggered	5	 PureTone-5kHz	50	2	1629833146
1629836282	Triggered	2	 NoSound	50	2	1629836282
1629841628	Triggered	5	 PureTone-5kHz	50	2	1629841628
1629845172	Triggered	2	 NoSound	50	2	1629845172
1629860276	Triggered	5	 PureTone-5kHz	50	2	1629860276
1629863153	Triggered	8	 NoSound	50	2	1629863153
1629874515	Triggered	5	 PureTone-5kHz	50	2	1629874515
1629880730	Triggered	1	 PureTone-5kHz	50	2	1629880730
1629883939	Triggered	4	 NoSound	50	2	1629883939
1629890089	Triggered	1	 PureTone-5kHz	50	2	1629890089
1629896772	Triggered	4	 NoSound	50	2	1629896772
1629903798	Triggered	1	 PureTone-5kHz	50	2	1629903798
1629907336	Triggered	4	 NoSound	50	2	1629907336
1629913616	Triggered	1	 PureTone-5kHz	50	2	1629913616
1629917033	Triggered	6	 NoSound	50	2	1629917033
1629928794	Triggered	1	 PureTone-5kHz	50	2	1629928794
1629933334	Triggered	5	 PureTone-5kHz	50	2	1629933334
1629936075	Triggered	2	 NoSound	50	2	1629936075
1629954123	Triggered	5	 PureTone-5kHz	50	2	1629954123
1629957133	Triggered	2	 NoSound	50	2	1629957133
1629964684	Triggered	5	 PureTone-5kHz	50	2	1629964684
1629968026	Triggered	2	 NoSound	50	2	1629968026
1629974043	Triggered	5	 PureTone-5kHz	50	2	1629974043
1629977119	Triggered	8	 NoSound	50	2	1629977119
1629990424	Triggered	5	 PureTone-5kHz	50	2	1629990424
1629997439	Triggered	1	 PureTone-5kHz	50	2	1629997439
1630000248	Triggered	4	 NoSound	50	2	1630000248
1630011072	Triggered	1	 PureTone-5kHz	50	2	1630011072
1630013679	Triggered	4	 NoSound	50	2	1630013679
1630024571	Triggered	1	 PureTone-5kHz	50	2	1630024571
1630027246	Triggered	4	 NoSound	50	2	1630027246
