Ver1.3	42391344	StartFile	1/13/2021	11:17:04 AM	E:\BehavioralExperiments\Bobo\RawData\011321\SoundData.txt	42391344
42422351	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42422351
42422553	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	42422553
42434719	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42434719
42434920	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	42434920
42443939	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42443939
42448618	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42448618
42455302	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42455302
42455503	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	42455503
42462521	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42462521
42466806	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42466806
42472346	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42472346
42472546	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	42472546
42479567	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42479567
42484845	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42484845
42485046	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	42485046
42489926	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42489926
42494271	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42494271
42494473	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	42494473
42501493	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42501493
42505968	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42505968
42506170	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	42506170
42512251	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42512251
42512451	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	42512451
42518399	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42518399
42522410	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42522410
42522611	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	42522611
42530498	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42530498
42535644	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42535644
42535846	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	42535846
42544869	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42544869
42545069	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	42545069
42550356	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42550356
42550557	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	42550557
42558172	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42558172
42558372	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	42558372
42563920	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42563920
42567932	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42567932
42568133	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	42568133
42577821	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42577821
42578031	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	42578031
42587179	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42587179
42587380	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	42587380
42592126	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42592126
42598075	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42598075
42603288	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42603288
42607365	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42607365
42607567	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	42607567
42614718	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42614718
42614920	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	42614920
42623875	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42623875
42629155	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42629155
42632364	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42632364
42632565	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	42632565
42640450	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42640450
42644061	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42644061
42644274	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	42644274
42652416	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42652416
42657428	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42657428
42660972	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42660972
42661173	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	42661173
42666920	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42666920
42667121	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	42667121
42673537	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42673537
42673739	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	42673739
42680823	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42680823
42681024	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	42681024
42686706	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42686706
42686907	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	42686907
42691719	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42691719
42695461	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42695461
42695662	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	42695662
42702013	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42702013
42702225	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	42702225
42709097	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42709097
42709297	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	42709297
42714577	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42714577
42719122	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42719122
42719322	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	42719322
42725807	Triggered	6,47,48,49,50,51,	 NoSound	40	2	42725807
42726007	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	42726007
42732692	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42732692
42732892	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	42732892
42737505	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42737505
42737706	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	42737706
42743987	Triggered	8,52,53,54,55,56,	 NoSound	40	2	42743987
42744188	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	42744188
42751206	Triggered	4,42,43,44,45,46,	 NoSound	40	2	42751206
42754817	Triggered	2,37,38,39,40,41,	 NoSound	40	2	42754817
