Ver1.3	313962446	StartFile	7/2/2020	2:31:46 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\070220\SoundData.txt	313962446
314149242	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	314149242
314149444	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	314149444
314187072	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314187072
314190952	Triggered	4,42,43,44,45,46,	 NoSound	40	2	314190952
314191156	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	314191156
314204384	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314204384
314208060	Triggered	6,47,48,49,50,51,	 NoSound	40	2	314208060
314208262	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	314208262
314222499	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314222499
314226047	Triggered	6,47,48,49,50,51,	 NoSound	40	2	314226047
314226249	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	314226249
314239142	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314239142
314242417	Triggered	4,42,43,44,45,46,	 NoSound	40	2	314242417
314242620	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	314242620
314259528	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314259528
314259733	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	314259733
314262937	Triggered	6,47,48,49,50,51,	 NoSound	40	2	314262937
314263150	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	314263150
314276238	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314276238
314276442	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	314276442
314279113	Triggered	6,47,48,49,50,51,	 NoSound	40	2	314279113
314279314	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	314279314
314290822	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314290822
314291026	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	314291026
314293951	Triggered	6,47,48,49,50,51,	 NoSound	40	2	314293951
314294153	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	314294153
314305514	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314305514
314305716	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	314305716
314308589	Triggered	6,47,48,49,50,51,	 NoSound	40	2	314308589
314308792	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	314308792
314321489	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314321489
314321704	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	314321704
314324364	Triggered	6,47,48,49,50,51,	 NoSound	40	2	314324364
314324566	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	314324566
314334323	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	314334323
314334525	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	314334525
314338668	Triggered	4,42,43,44,45,46,	 NoSound	40	2	314338668
