Ver1.2	1853019343	StartFile	3/7/2020	1:24:32 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\030720\SoundData.txt	1853019343
1853383203	Triggered	5	 Modulated Tone	25	2	1853383203
1853386180	Triggered	8	 NoSound	50	2	1853386180
1853395404	Triggered	5	 Modulated Tone	25	2	1853395404
1853398958	Triggered	8	 NoSound	50	2	1853398958
1853404564	Triggered	5	 Modulated Tone	25	2	1853404564
1853410510	Triggered	1	 Modulated Tone	25	2	1853410510
1853419133	Triggered	8	 NoSound	50	2	1853419133
1853425283	Triggered	5	 Modulated Tone	25	2	1853425283
1853429027	Triggered	2	 NoSound	50	2	1853429027
1853437715	Triggered	5	 Modulated Tone	25	2	1853437715
1853441399	Triggered	2	 NoSound	50	2	1853441399
1853449346	Triggered	5	 Modulated Tone	25	2	1853449346
1853453023	Triggered	2	 NoSound	50	2	1853453023
1853460508	Triggered	5	 Modulated Tone	25	2	1853460508
1853464185	Triggered	2	 NoSound	50	2	1853464185
1853470668	Triggered	5	 Modulated Tone	25	2	1853470668
1853474076	Triggered	2	 NoSound	50	2	1853474076
1853480365	Triggered	5	 Modulated Tone	25	2	1853480365
1853483845	Triggered	2	 NoSound	50	2	1853483845
1853490793	Triggered	5	 Modulated Tone	25	2	1853490793
1853494598	Triggered	2	 NoSound	50	2	1853494598
1853500946	Triggered	5	 Modulated Tone	25	2	1853500946
1853504689	Triggered	2	 NoSound	50	2	1853504689
1853510841	Triggered	5	 Modulated Tone	25	2	1853510841
1853514582	Triggered	8	 NoSound	50	2	1853514582
1853520464	Triggered	5	 Modulated Tone	25	2	1853520464
1853524543	Triggered	1	 Modulated Tone	25	2	1853524543
1853527882	Triggered	6	 NoSound	50	2	1853527882
1853534902	Triggered	1	 Modulated Tone	25	2	1853534902
1853538311	Triggered	6	 NoSound	50	2	1853538311
1853544526	Triggered	1	 Modulated Tone	25	2	1853544526
1853547936	Triggered	6	 NoSound	50	2	1853547936
1853553690	Triggered	1	 Modulated Tone	25	2	1853553690
1853556959	Triggered	4	 NoSound	50	2	1853556959
1853568991	Triggered	1	 Modulated Tone	25	2	1853568991
1853571932	Triggered	4	 NoSound	50	2	1853571932
1853584164	Triggered	1	 Modulated Tone	25	2	1853584164
1853587042	Triggered	4	 NoSound	50	2	1853587042
1853598601	Triggered	1	 Modulated Tone	25	2	1853598601
1853601475	Triggered	4	 NoSound	50	2	1853601475
1853614384	Triggered	1	 Modulated Tone	25	2	1853614384
