Ver1.2	1548560576	StartFile	3/31/2020	4:43:36 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\033120\SoundData.txt	1548560576
1548905582	Triggered	2	 NoSound	50	2	1548905582
1548909962	Triggered	4	 NoSound	50	2	1548909962
1548925274	Triggered	1	 PureTone-5kHz	50	2	1548925274
1548929881	Triggered	4	 NoSound	50	2	1548929881
1548939237	Triggered	1	 PureTone-5kHz	50	2	1548939237
1548942982	Triggered	4	 NoSound	50	2	1548942982
1548951543	Triggered	1	 PureTone-5kHz	50	2	1548951543
1548955888	Triggered	4	 NoSound	50	2	1548955888
1548964509	Triggered	1	 PureTone-5kHz	50	2	1548964509
1548968648	Triggered	6	 NoSound	50	2	1548968648
1548977743	Triggered	1	 PureTone-5kHz	50	2	1548977743
1548982218	Triggered	5	 PureTone-5kHz	50	2	1548982219
1548986497	Triggered	2	 NoSound	50	2	1548986497
1548997123	Triggered	5	 PureTone-5kHz	50	2	1548997123
1549000799	Triggered	2	 NoSound	50	2	1549000799
1549008954	Triggered	5	 PureTone-5kHz	50	2	1549008954
1549012564	Triggered	2	 NoSound	50	2	1549012564
1549020049	Triggered	5	 PureTone-5kHz	50	2	1549020049
1549023659	Triggered	8	 NoSound	50	2	1549023659
1549036098	Triggered	5	 PureTone-5kHz	50	2	1549036098
1549039971	Triggered	1	 PureTone-5kHz	50	2	1549039971
1549042909	Triggered	4	 NoSound	50	2	1549042909
1549057683	Triggered	1	 PureTone-5kHz	50	2	1549057683
1549061089	Triggered	4	 NoSound	50	2	1549061089
1549075595	Triggered	1	 PureTone-5kHz	50	2	1549075595
1549078735	Triggered	4	 NoSound	50	2	1549078735
1549091843	Triggered	1	 PureTone-5kHz	50	2	1549091843
1549095045	Triggered	4	 NoSound	50	2	1549095045
1549107750	Triggered	1	 PureTone-5kHz	50	2	1549107750
1549112423	Triggered	5	 PureTone-5kHz	50	2	1549112423
1549115565	Triggered	8	 NoSound	50	2	1549115565
1549121983	Triggered	5	 PureTone-5kHz	50	2	1549121983
1549127929	Triggered	1	 PureTone-5kHz	50	2	1549127929
1549133549	Triggered	8	 NoSound	50	2	1549133549
1549142507	Triggered	5	 PureTone-5kHz	50	2	1549142507
1549148188	Triggered	1	 PureTone-5kHz	50	2	1549148188
1549151864	Triggered	8	 NoSound	50	2	1549151864
1549156680	Triggered	5	 PureTone-5kHz	50	2	1549156680
