Sunday, January 5, 2020	5:37:52 PM	Game1.txt	1191561877
cued	now	1191569293
4	BlinkStart	1191569374
4	BlinkEnd	1191574122
0	NoFeed	1191574203
2	BlinkStart	1191574433
2	BlinkEnd	1192217768
2	Feed	1192217848
6	BlinkStart	1192218079
6	BlinkEnd	1192258478
6	Feed	1192258559
2	BlinkStart	1192258790
2	BlinkEnd	1192303329
2	Feed	1192303409
8	BlinkStart	1192303639
8	BlinkEnd	1192326650
8	Feed	1192326730
2	BlinkStart	1192326960
2	BlinkEnd	1192354922
2	Feed	1192355002
6	BlinkStart	1192355232
6	BlinkEnd	1192379926
6	Feed	1192380006
4	BlinkStart	1192380236
4	BlinkEnd	1192381395
4	Feed	1192381475
6	BlinkStart	1192381706
6	BlinkEnd	1192382069
6	Feed	1192382149
2	BlinkStart	1192382379
2	BlinkEnd	1192412013
2	Feed	1192412093
6	BlinkStart	1192412323
6	BlinkEnd	1192514101
0	NoFeed	1192514181
2	BlinkStart	1192514411
2	BlinkEnd	1192515498
0	NoFeed	1192515578
4	BlinkStart	1192515808
4	BlinkEnd	1192569090
4	Feed	1192569170
6	BlinkStart	1192569400
6	BlinkEnd	1192592215
6	Feed	1192592295
2	BlinkStart	1192592525
2	BlinkEnd	1192609194
2	Feed	1192609274
6	BlinkStart	1192609504
6	BlinkEnd	1192642881
6	Feed	1192642961
8	BlinkStart	1192643192
8	BlinkEnd	1192665266
8	Feed	1192665346
6	BlinkStart	1192665576
6	BlinkEnd	1192723551
6	Feed	1192723631
4	BlinkStart	1192723861
4	BlinkEnd	1192746816
4	Feed	1192746896
8	BlinkStart	1192747127
8	BlinkEnd	1192765328
8	Feed	1192765408
6	BlinkStart	1192765639
6	BlinkEnd	1192771811
6	Feed	1192771891
4	BlinkStart	1192772121
4	BlinkEnd	1192960973
4	Feed	1192961053
2	BlinkStart	1192961283
2	BlinkEnd	1192972066
2	Feed	1192972146
8	BlinkStart	1192972376
8	BlinkEnd	1192995059
8	Feed	1192995139
6	BlinkStart	1192995369
6	BlinkEnd	1193020861
6	Feed	1193020941
2	BlinkStart	1193021172
2	BlinkEnd	1193042050
2	Feed	1193042130
6	BlinkStart	1193042360
6	BlinkEnd	1193070055
6	Feed	1193070135
8	BlinkStart	1193070365
8	BlinkEnd	1193077810
8	Feed	1193077890
2	BlinkStart	1193078121
2	BlinkEnd	1193114779
2	Feed	1193114859
8	BlinkStart	1193115089
8	BlinkEnd	1193126670
8	Feed	1193126750
2	BlinkStart	1193126980
2	BlinkEnd	1193166710
2	Feed	1193166790
8	BlinkStart	1193167020
8	BlinkEnd	1193191173
8	Feed	1193191253
2	BlinkStart	1193191483
2	BlinkEnd	1193408013
2	Feed	1193408093
6	BlinkStart	1193408323
6	BlinkEnd	1193604787
6	Feed	1193604867
4	BlinkStart	1193605097
4	BlinkEnd	1193643355
4	Feed	1193643435
6	BlinkStart	1193643666
6	BlinkEnd	1193657328
6	Feed	1193657408
2	BlinkStart	1193657638
2	BlinkEnd	1193674974
2	Feed	1193675054
6	BlinkStart	1193675284
6	BlinkEnd	1193698492
6	Feed	1193698572
4	BlinkStart	1193698802
4	BlinkEnd	1193762469
4	Feed	1193762549
2	BlinkStart	1193762779
2	BlinkEnd	1193962519
2	Feed	1193962599
8	BlinkStart	1193962829
8	BlinkEnd	1193979358
8	Feed	1193979438
2	BlinkStart	1193979668
2	BlinkEnd	1194013190
2	Feed	1194013270
4	BlinkStart	1194013500
4	BlinkEnd	1194116392
4	Feed	1194116472
6	BlinkStart	1194116702
6	BlinkEnd	1194130488
6	Feed	1194130568
2	BlinkStart	1194130798
