Ver1.2	51321598	StartFile	2/15/2020	4:56:14 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\021520\SoundData.txt	51321598
51525277	Triggered	5	 Modulated Tone	25	2	51525277
51535993	Triggered	2	 NoSound	50	2	51535993
51557788	Triggered	5	 Modulated Tone	25	2	51557788
51562527	Triggered	2	 NoSound	50	2	51562527
51581110	Triggered	5	 Modulated Tone	25	2	51581110
51588333	Triggered	2	 NoSound	50	2	51588333
51602238	Triggered	5	 Modulated Tone	25	2	51602238
51605978	Triggered	8	 NoSound	50	2	51605978
51614197	Triggered	5	 Modulated Tone	25	2	51614197
51618011	Triggered	2	 NoSound	50	2	51618011
51633719	Triggered	5	 Modulated Tone	25	2	51633719
51637530	Triggered	2	 NoSound	50	2	51637530
51650962	Triggered	5	 Modulated Tone	25	2	51650962
51654435	Triggered	2	 NoSound	50	2	51654435
51668672	Triggered	5	 Modulated Tone	25	2	51668672
51672014	Triggered	2	 NoSound	50	2	51672014
51696682	Triggered	5	 Modulated Tone	25	2	51696682
51700487	Triggered	2	 NoSound	50	2	51700487
51715197	Triggered	5	 Modulated Tone	25	2	51715197
51719470	Triggered	1	 Modulated Tone	25	2	51719470
51723547	Triggered	6	 NoSound	50	2	51723547
51751489	Triggered	1	 Modulated Tone	25	2	51751489
51754563	Triggered	6	 NoSound	50	2	51754563
51770069	Triggered	1	 Modulated Tone	25	2	51770069
51773144	Triggered	6	 NoSound	50	2	51773144
51788652	Triggered	1	 Modulated Tone	25	2	51788652
51791592	Triggered	6	 NoSound	50	2	51791592
51808569	Triggered	1	 Modulated Tone	25	2	51808569
51811716	Triggered	6	 NoSound	50	2	51811716
51827552	Triggered	1	 Modulated Tone	25	2	51827552
51831295	Triggered	6	 NoSound	50	2	51831295
51846341	Triggered	1	 Modulated Tone	25	2	51846341
51849678	Triggered	6	 NoSound	50	2	51849678
51864250	Triggered	1	 Modulated Tone	25	2	51864250
51867655	Triggered	6	 NoSound	50	2	51867655
51881901	Triggered	1	 Modulated Tone	25	2	51881901
51898202	Triggered	6	 NoSound	50	2	51898202
51912982	Triggered	1	 Modulated Tone	25	2	51912982
51917387	Triggered	5	 Modulated Tone	25	2	51917387
51920466	Triggered	2	 NoSound	50	2	51920466
51929284	Triggered	5	 Modulated Tone	25	2	51929284
51932559	Triggered	2	 NoSound	50	2	51932559
51942321	Triggered	5	 Modulated Tone	25	2	51942321
51945726	Triggered	2	 NoSound	50	2	51945726
51956019	Triggered	5	 Modulated Tone	25	2	51956019
51960832	Triggered	8	 NoSound	50	2	51960832
51980551	Triggered	1	 Modulated Tone	25	2	51980551
51987102	Triggered	5	 Modulated Tone	25	2	51987102
51990511	Triggered	8	 NoSound	50	2	51990511
52006824	Triggered	5	 Modulated Tone	25	2	52006824
52011770	Triggered	8	 NoSound	50	2	52011770
52029681	Triggered	5	 Modulated Tone	25	2	52029681
52034691	Triggered	8	 NoSound	50	2	52034691
52056349	Triggered	5	 Modulated Tone	25	2	52056349
52060094	Triggered	8	 NoSound	50	2	52060094
52078740	Triggered	5	 Modulated Tone	25	2	52078740
52083558	Triggered	8	 NoSound	50	2	52083558
52100865	Triggered	5	 Modulated Tone	25	2	52100865
52105542	Triggered	1	 Modulated Tone	25	2	52105542
52109287	Triggered	4	 NoSound	50	2	52109287
52128477	Triggered	1	 Modulated Tone	25	2	52128477
52149993	Triggered	4	 NoSound	50	2	52149993
52169250	Triggered	1	 Modulated Tone	25	2	52169250
52173059	Triggered	4	 NoSound	50	2	52173059
52190503	Triggered	1	 Modulated Tone	25	2	52190503
