Saturday, March 27, 2021	10:04:53 AM	Game1.txt	1427721143
Cued	Now	1427737066
9	BlinkStart	1427737094
9	BlinkEnd	1428066502
23,5	BlinkStart	1428066595
23,5	BlinkEnd	1428088065
5	0DropFeed	1428088145
23	NoFeedAbort	1428088225
18,1	BlinkStart	1428098241
18,1	BlinkEnd	1428110656
1	0DropFeed	1428110736
18	Feed	1428110816
4,44,6,51	BlinkStart	1428110914
4,44,6,51	BlinkEnd	1428114934
6	Feed	1428115014
51	Feed	1428115094
17,1	BlinkStart	1428115199
17,1	BlinkEnd	1428130173
1	0DropFeed	1428130253
17	Feed	1428130334
4,44,6,51	BlinkStart	1428130447
4,44,6,51	BlinkEnd	1428133517
6	Feed	1428133597
51	Feed	1428133677
16,1	BlinkStart	1428133764
16,1	BlinkEnd	1428146148
1	0DropFeed	1428146228
16	Feed	1428146308
4,44,6,51	BlinkStart	1428146397
4,44,6,51	BlinkEnd	1428149491
6	Feed	1428149571
51	Feed	1428149651
15,1	BlinkStart	1428149742
15,1	BlinkEnd	1428162792
1	0DropFeed	1428162872
15	NoFeedAbort	1428162953
32,5	BlinkStart	1428172976
32,5	BlinkEnd	1428175424
32	Feed	1428175504
8,52,2	BlinkStart	1428175596
8,52,2	BlinkEnd	1428180572
8	Feed	1428180652
52	Feed	1428180732
31,5	BlinkStart	1428180834
31,5	BlinkEnd	1428187523
5	0DropFeed	1428187603
31	Feed	1428187683
8,52,2	BlinkStart	1428187791
8,52,2	BlinkEnd	1428191132
2	0DropFeed	1428191212
30,5	BlinkStart	1428191320
30,5	BlinkEnd	1428195344
5	0DropFeed	1428195424
30	Feed	1428195504
8,52,2	BlinkStart	1428195594
8,52,2	BlinkEnd	1428198618
8	Feed	1428198698
52	Feed	1428198778
29,5	BlinkStart	1428198874
29,5	BlinkEnd	1428204903
5	0DropFeed	1428204983
29	Feed	1428205064
8,52,2	BlinkStart	1428205157
8,52,2	BlinkEnd	1428207842
2	0DropFeed	1428207922
28,5	BlinkStart	1428208013
28,5	BlinkEnd	1428211786
5	0DropFeed	1428211867
28	Feed	1428211947
8,52,2	BlinkStart	1428212054
8,52,2	BlinkEnd	1428214994
8	Feed	1428215074
52	Feed	1428215154
27,5	BlinkStart	1428215249
27,5	BlinkEnd	1428227895
5	0DropFeed	1428227975
27	Feed	1428228055
8,52,2	BlinkStart	1428228144
8,52,2	BlinkEnd	1428232641
8	Feed	1428232721
52	Feed	1428232801
26,5	BlinkStart	1428232889
26,5	BlinkEnd	1428240995
5	0DropFeed	1428241075
26	Feed	1428241155
8,52,2	BlinkStart	1428241252
8,52,2	BlinkEnd	1428243802
8	Feed	1428243882
52	Feed	1428243963
25,5	BlinkStart	1428244068
