Ver1.2	1062389878	StartFile	2/27/2020	9:47:22 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\022720\SoundData.txt	1062389878
1062760526	Triggered	1	 Modulated Tone	25	2	1062760526
1062960183	Triggered	6	 NoSound	50	2	1062960183
1062974951	Triggered	1	 Modulated Tone	25	2	1062974951
1063004634	Triggered	4	 NoSound	50	2	1063004634
1063028896	Triggered	1	 Modulated Tone	25	2	1063028896
1063052553	Triggered	4	 NoSound	50	2	1063052553
1063069933	Triggered	1	 Modulated Tone	25	2	1063069933
1063076682	Triggered	6	 NoSound	50	2	1063076682
1063082838	Triggered	1	 Modulated Tone	25	2	1063082838
1063161912	Triggered	6	 NoSound	50	2	1063161912
1063169591	Triggered	1	 Modulated Tone	25	2	1063169591
1063176209	Triggered	4	 NoSound	50	2	1063176209
1063195860	Triggered	1	 Modulated Tone	25	2	1063195860
1063201808	Triggered	4	 NoSound	50	2	1063201808
1063218652	Triggered	1	 Modulated Tone	25	2	1063218652
1063224668	Triggered	4	 NoSound	50	2	1063224668
1063244387	Triggered	1	 Modulated Tone	25	2	1063244387
1063249533	Triggered	4	 NoSound	50	2	1063249533
1063264974	Triggered	1	 Modulated Tone	25	2	1063264974
1063269987	Triggered	4	 NoSound	50	2	1063269987
1063286431	Triggered	1	 Modulated Tone	25	2	1063286431
1063290240	Triggered	4	 NoSound	50	2	1063290240
1063304948	Triggered	1	 Modulated Tone	25	2	1063304948
1063308887	Triggered	4	 NoSound	50	2	1063308887
1063320985	Triggered	1	 Modulated Tone	25	2	1063320985
1063350329	Triggered	5	 Modulated Tone	25	2	1063350329
1063354477	Triggered	2	 NoSound	50	2	1063354477
1063372928	Triggered	5	 Modulated Tone	25	2	1063372928
1063376666	Triggered	8	 NoSound	50	2	1063376666
1063395246	Triggered	1	 Modulated Tone	25	2	1063395246
1063405272	Triggered	5	 Modulated Tone	25	2	1063405272
1063408681	Triggered	2	 NoSound	50	2	1063408681
1063427132	Triggered	4	 NoSound	50	2	1063427132
1063432811	Triggered	5	 Modulated Tone	25	2	1063432811
1063436088	Triggered	8	 NoSound	50	2	1063436088
1063443973	Triggered	5	 Modulated Tone	25	2	1063443973
1063448053	Triggered	8	 NoSound	50	2	1063448053
1063453865	Triggered	6	 NoSound	50	2	1063453865
1063462888	Triggered	5	 Modulated Tone	25	2	1063462888
1063467773	Triggered	2	 NoSound	50	2	1063467773
1063492767	Triggered	5	 Modulated Tone	25	2	1063492767
1063497111	Triggered	8	 NoSound	50	2	1063497111
1063505266	Triggered	5	 Modulated Tone	25	2	1063505266
1063517097	Triggered	1	 Modulated Tone	25	2	1063517097
1063530265	Triggered	2	 NoSound	50	2	1063530265
1063547922	Triggered	5	 Modulated Tone	25	2	1063547922
1063551654	Triggered	2	 NoSound	50	2	1063551654
1063574450	Triggered	5	 Modulated Tone	25	2	1063574450
1063579258	Triggered	2	 NoSound	50	2	1063579258
1063596103	Triggered	5	 Modulated Tone	25	2	1063596103
1063601850	Triggered	2	 NoSound	50	2	1063601850
1063618093	Triggered	5	 Modulated Tone	25	2	1063618093
1063623374	Triggered	2	 NoSound	50	2	1063623374
1063642895	Triggered	5	 Modulated Tone	25	2	1063642895
1063666419	Triggered	1	 Modulated Tone	25	2	1063666419
1063669763	Triggered	4	 NoSound	50	2	1063669763
1063680923	Triggered	1	 Modulated Tone	25	2	1063680923
1063686672	Triggered	2	 NoSound	50	2	1063686672
1063693356	Triggered	4	 NoSound	50	2	1063693356
1063701444	Triggered	1	 Modulated Tone	25	2	1063701444
1063705789	Triggered	6	 NoSound	50	2	1063705789
1063723433	Triggered	1	 Modulated Tone	25	2	1063723433
1063729050	Triggered	4	 NoSound	50	2	1063729050
1063737809	Triggered	1	 Modulated Tone	25	2	1063737809
1063772499	Triggered	6	 NoSound	50	2	1063772499
1063791082	Triggered	1	 Modulated Tone	25	2	1063791082
1063794954	Triggered	6	 NoSound	50	2	1063794954
1063820889	Triggered	1	 Modulated Tone	25	2	1063820889
1063825166	Triggered	4	 NoSound	50	2	1063825166
1063834324	Triggered	1	 Modulated Tone	25	2	1063834324
1063838274	Triggered	6	 NoSound	50	2	1063838274
1063857116	Triggered	1	 Modulated Tone	25	2	1063857116
1063861394	Triggered	6	 NoSound	50	2	1063861394
1063891540	Triggered	1	 Modulated Tone	25	2	1063891540
1063896084	Triggered	6	 NoSound	50	2	1063896084
1063913799	Triggered	1	 Modulated Tone	25	2	1063913799
1063918346	Triggered	6	 NoSound	50	2	1063918346
1063935991	Triggered	1	 Modulated Tone	25	2	1063935991
1063943675	Triggered	6	 NoSound	50	2	1063943675
1063959516	Triggered	1	 Modulated Tone	25	2	1063959516
1063984114	Triggered	8	 NoSound	50	2	1063984114
1063989595	Triggered	6	 NoSound	50	2	1063989595
1063994741	Triggered	5	 Modulated Tone	25	2	1063994741
1063998820	Triggered	8	 NoSound	50	2	1063998820
1064021410	Triggered	5	 Modulated Tone	25	2	1064021410
1064025089	Triggered	8	 NoSound	50	2	1064025089
1064040800	Triggered	5	 Modulated Tone	25	2	1064040800
1064045207	Triggered	8	 NoSound	50	2	1064045207
1064060112	Triggered	5	 Modulated Tone	25	2	1064060112
1064064589	Triggered	2	 NoSound	50	2	1064064589
1064073680	Triggered	5	 Modulated Tone	25	2	1064073680
1064080966	Triggered	8	 NoSound	50	2	1064080966
1064089790	Triggered	2	 NoSound	50	2	1064089790
1064098554	Triggered	5	 Modulated Tone	25	2	1064098554
1064103291	Triggered	2	 NoSound	50	2	1064103291
1064111113	Triggered	5	 Modulated Tone	25	2	1064111113
1064115724	Triggered	8	 NoSound	50	2	1064115724
1064132166	Triggered	5	 Modulated Tone	25	2	1064132166
1064135576	Triggered	8	 NoSound	50	2	1064135576
1064157567	Triggered	5	 Modulated Tone	25	2	1064157567
1064161442	Triggered	8	 NoSound	50	2	1064161442
1064179230	Triggered	5	 Modulated Tone	25	2	1064179230
1064186108	Triggered	8	 NoSound	50	2	1064186108
1064210171	Triggered	5	 Modulated Tone	25	2	1064210171
1064216052	Triggered	8	 NoSound	50	2	1064216052
1064250073	Triggered	5	 Modulated Tone	25	2	1064250073
1064256357	Triggered	8	 NoSound	50	2	1064256357
1064274537	Triggered	5	 Modulated Tone	25	2	1064274537
1064336833	Triggered	1	 Modulated Tone	25	2	1064336833
1064340510	Triggered	4	 NoSound	50	2	1064340510
1064359431	Triggered	1	 Modulated Tone	25	2	1064359431
1064366243	Triggered	4	 NoSound	50	2	1064366243
1064389905	Triggered	1	 Modulated Tone	25	2	1064389905
1064405414	Triggered	6	 NoSound	50	2	1064405414
1064415574	Triggered	1	 Modulated Tone	25	2	1064415574
1064422662	Triggered	6	 NoSound	50	2	1064422662
1064432088	Triggered	1	 Modulated Tone	25	2	1064432088
1064439768	Triggered	6	 NoSound	50	2	1064439768
1064449126	Triggered	1	 Modulated Tone	25	2	1064449126
1064454674	Triggered	4	 NoSound	50	2	1064454674
1064475127	Triggered	1	 Modulated Tone	25	2	1064475127
1064482747	Triggered	4	 NoSound	50	2	1064482747
1064511555	Triggered	1	 Modulated Tone	25	2	1064511555
1064518640	Triggered	4	 NoSound	50	2	1064518640
1064535819	Triggered	1	 Modulated Tone	25	2	1064535819
1064547649	Triggered	4	 NoSound	50	2	1064547649
1064566232	Triggered	1	 Modulated Tone	25	2	1064566232
1064591096	Triggered	4	 NoSound	50	2	1064591096
