Ver1.3	1333927447	StartFile	7/14/2020	9:51:11 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\071420\SoundData.txt	1333927447
1334470880	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334470880
1334471081	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1334471081
1334554906	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334554906
1334572278	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1334572278
1334572481	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1334572481
1334591126	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334591126
1334596142	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1334596142
1334596345	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1334596345
1334614187	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334614187
1334618599	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1334618599
1334618800	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1334618800
1334636779	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334636779
1334636981	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1334636981
1334641257	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1334641257
1334641460	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1334641460
1334658503	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334658503
1334658717	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1334658717
1334672207	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334672207
1334677485	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1334677485
1334677687	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1334677687
1334691121	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334691121
1334695935	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1334695935
1334696138	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1334696138
1334711519	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334711519
1334716453	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1334716453
1334716656	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1334716656
1334731298	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334731298
1334731501	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1334731501
1334735636	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1334735636
1334735839	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1334735839
1334750743	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334750743
1334750946	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1334750946
1334755089	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1334755089
1334755290	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1334755290
1334767453	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334767453
1334767656	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1334767656
1334771798	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1334771798
1334771999	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1334771999
1334786369	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334786369
1334786571	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1334786571
1334791048	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1334791048
1334791251	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1334791251
1334804417	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334804417
1334804618	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1334804618
1334808962	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1334808962
1334809163	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1334809163
1334824803	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334824803
1334825005	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1334825005
1334829013	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1334829013
1334829215	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1334829215
1334841986	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334841986
1334842188	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1334842188
1334859359	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334859359
1334863437	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1334863437
1334863640	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1334863640
1334878476	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334878476
1334882620	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1334882620
1334882835	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1334882835
1334901470	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334901470
1334905214	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1334905214
1334905417	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1334905417
1334919458	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334919458
1334919660	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1334919660
1334923935	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1334923935
1334924137	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1334924137
1334939770	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1334939770
1334939972	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1334939972
1334956480	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1334956480
1334964769	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334964769
1334976399	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1334976399
1334984352	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1334984352
1335008749	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335008749
1335016704	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335016704
1335016908	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1335016908
1335020780	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335020780
1335020999	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1335020999
1335034683	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335034683
1335034886	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1335034886
1335038226	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335038226
1335038428	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1335038428
1335051059	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335051059
1335051263	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1335051263
1335054335	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335054335
1335054536	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1335054536
1335068104	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335068104
1335068305	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1335068305
1335071386	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335071386
1335071589	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1335071589
1335084680	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335084680
1335084883	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1335084883
1335088290	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335088290
1335088493	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1335088493
1335101926	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335101926
1335102127	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1335102127
1335105735	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335105735
1335105938	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1335105938
1335119170	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335119170
1335119371	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1335119371
1335140025	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335140025
1335143768	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1335143768
1335143969	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1335143969
1335157739	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335157739
1335161681	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1335161681
1335161893	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1335161893
1335174983	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335174983
1335179260	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1335179260
1335179462	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1335179462
1335192962	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335192962
1335193164	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1335193164
1335196506	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1335196506
1335196708	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1335196708
1335211152	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335211152
1335211354	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1335211354
1335222239	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335222239
1335226784	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335226784
1335226987	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1335226987
1335243962	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335243962
1335247643	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335247643
1335247845	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1335247845
1335261413	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335261413
1335266222	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335266222
1335266423	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1335266423
1335283133	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335283133
1335283337	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1335283337
1335286674	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335286674
1335286874	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1335286874
1335295030	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335295030
1335295234	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1335295234
1335298437	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335298437
1335298638	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1335298638
1335306738	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335306738
1335306940	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1335306940
1335310545	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335310545
1335310745	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1335310745
1335319092	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335319092
1335319293	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1335319293
1335323704	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335323704
1335323906	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1335323906
1335339010	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335339010
1335339213	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1335339213
1335342687	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335342687
1335342888	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1335342888
1335351444	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335351444
1335351645	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1335351645
1335355721	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335355721
1335355922	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1335355922
1335372632	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335372632
1335372834	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1335372834
1335390679	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335390679
1335394287	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1335394287
1335394489	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1335394489
1335405984	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335405984
1335409660	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1335409660
1335409863	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1335409863
1335421226	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335421226
1335426039	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1335426039
1335426240	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1335426240
1335437735	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335437735
1335437937	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1335437937
1335441945	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1335441945
1335442148	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1335442148
1335455984	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335455984
1335456184	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1335456184
1335471355	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335471355
1335475298	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335475298
1335475499	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1335475499
1335484523	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335484523
1335488935	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335488935
1335489135	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1335489135
1335497157	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335497157
1335503506	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335503506
1335503707	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1335503707
1335518478	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335518478
1335518682	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1335518682
1335522422	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335522422
1335522623	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1335522623
1335532983	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335532983
1335533188	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1335533188
1335536458	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335536458
1335536660	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1335536660
1335546752	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335546752
1335546955	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1335546955
1335550496	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335550496
1335550697	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1335550697
1335559184	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335559184
1335559400	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1335559400
1335563127	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335563127
1335563329	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1335563329
1335573957	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335573957
1335574158	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1335574158
1335577900	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335577900
1335578100	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1335578100
1335599624	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335599624
1335599825	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1335599825
1335603700	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335603700
1335603901	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1335603901
1335611662	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335611662
1335611863	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1335611863
1335627296	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335627296
1335631439	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1335631439
1335640262	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335640262
1335653231	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1335653231
1335666464	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335666464
1335702157	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1335702157
1335707905	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335707905
1335708107	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1335708107
1335711848	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1335711848
1335712049	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1335712049
1335725024	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1335725024
1335725225	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1335725225
1335771939	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335771939
1335776423	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335776423
1335776624	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1335776624
1335784579	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335784579
1335789663	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335789663
1335789865	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1335789865
1335802285	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335802285
1335807967	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1335807967
1335808167	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1335808167
1335820199	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335820199
1335820403	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1335820403
1335824945	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335824945
1335825146	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1335825146
1335841386	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1335841386
1335841589	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1335841589
1335844864	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1335844864
